verb,verb_compound,kaane,elus_cnt,mitteelus_cnt,root_cnt,isik
vajama,,ad,19,39,618,mitte kunagi
püüdma,,el,64,33,616,mitte kunagi
kohtama,,ad,16,49,615,mitte kunagi
tasuma,,el,54,23,612,mitte kunagi
põhjustama,,all,192,43,611,vahel
võimaldama,,all,177,39,611,vahel
tulema,ette,in,17,59,610,mitte kunagi
jõudma,,abl,55,36,608,vahel
kubisema,,el,130,12,607,vahel
suunduma,,ill,10,58,607,mitte kunagi
tabama,,el,77,53,606,vahel
esindama,,ad,7,20,605,mitte kunagi
hindama,,in,43,44,604,mitte kunagi
avanema,,in,19,54,603,mitte kunagi
kulgema,,in,17,61,603,mitte kunagi
elama,kaasa,all,98,8,602,vahel
lööma,kaasa,in,8,17,602,mitte kunagi
spetsialiseeruma,,all,13,13,600,mitte kunagi
kerkima,,in,15,44,599,mitte kunagi
kippuma,,in,23,52,599,mitte kunagi
tõstma,,all,57,37,599,vahel
jagama,,ad,12,36,598,mitte kunagi
peegelduma,,in,19,25,598,mitte kunagi
lubama,,el,70,29,596,vahel
vastama,,ad,40,24,596,vahel
olema,vaja,el,45,33,595,mitte kunagi
suunama,,all,84,39,595,vahel
ehitama,,all,105,86,594,vahel
andma,juurde,all,101,37,592,vahel
koguma,,ad,14,29,591,mitte kunagi
kuulma,,ad,14,46,591,vahel
põhjustama,,ad,70,46,590,vahel
viskama,,in,11,41,590,mitte kunagi
jagama,,el,61,23,589,mitte kunagi
küsima,,ad,16,34,588,mitte kunagi
lõppema,,all,181,23,588,vahel
saatma,,adit,25,56,588,mitte kunagi
säilima,,ad,111,46,588,vahel
ennustama,,all,105,32,587,vahel
määrama,,in,9,46,586,mitte kunagi
suunduma,,all,19,56,586,vahel
tooma,kaasa,all,170,46,586,vahel
arutama,,in,16,49,585,mitte kunagi
kogunema,,ad,42,38,585,mitte kunagi
nappima,,ad,140,38,585,vahel
jätma,,ill,42,49,582,mitte kunagi
eksisteerima,,in,22,45,580,mitte kunagi
juhtima,,el,79,35,580,vahel
mahtuma,,all,70,39,580,vahel
märkama,,ad,24,53,580,mitte kunagi
meenuma,,all,185,6,579,alati
muutma,,ad,42,38,579,mitte kunagi
tunnistama,,all,157,23,579,alati
saabuma,,abl,81,44,578,mitte kunagi
taanduma,,all,27,19,576,vahel
lootma,,ad,14,22,573,mitte kunagi
siirduma,,ill,16,36,573,mitte kunagi
surema,,ad,20,38,572,mitte kunagi
võitma,,all,69,38,572,vahel
tahtma,,abl,140,35,571,alati
kogunema,,adit,21,78,570,mitte kunagi
haarama,,el,54,35,569,vahel
uurima,,in,20,48,569,mitte kunagi
osutuma,,all,156,21,567,vahel
vajama,,el,83,33,567,mitte kunagi
kutsuma,,in,16,45,566,mitte kunagi
omama,,in,20,38,566,mitte kunagi
tungima,,ill,21,88,566,mitte kunagi
mööduma,,ad,64,38,565,vahel
selgitama,,in,7,35,564,mitte kunagi
ulatama,,all,247,14,564,alati
soovitama,,in,12,45,563,mitte kunagi
olema,,abl,57,36,562,mitte kunagi
lendama,,all,56,49,561,vahel
otsustama,,el,77,28,561,vahel
jälgima,,in,11,66,560,mitte kunagi
paluma,,all,107,32,560,vahel
loovutama,,all,173,23,559,vahel
sobima,,in,17,61,559,mitte kunagi
moodustuma,,el,73,26,556,vahel
lendama,,ill,9,34,555,mitte kunagi
äratama,,in,167,40,555,vahel
jooksma,,el,70,49,554,vahel
liikuma,,all,51,49,554,vahel
tekitama,,el,58,27,553,vahel
sõitma,otsa,all,103,6,549,vahel
paistma,,all,172,43,548,vahel
aitama,,all,88,40,547,vahel
koguma,,el,69,27,547,vahel
tunnistama,,ad,12,20,547,mitte kunagi
kaduma,,abl,26,49,546,mitte kunagi
täitma,,ad,14,33,545,vahel
eraldama,,el,62,54,543,vahel
moodustama,,ad,26,28,543,mitte kunagi
pruukima,,in,26,56,543,mitte kunagi
näima,,ad,26,35,542,mitte kunagi
harjutama,,in,14,53,540,mitte kunagi
kerkima,,ad,30,28,538,mitte kunagi
sobima,,ad,100,37,538,vahel
magama,,in,16,94,537,mitte kunagi
tulema,ette,ad,100,25,537,vahel
ilmuma,,ill,16,50,536,mitte kunagi
leiduma,,all,102,38,536,vahel
sobima,,adit,19,66,536,mitte kunagi
õpetama,,in,10,57,536,mitte kunagi
võtma,,adit,35,38,535,vahel
kuulutama,,in,9,37,534,mitte kunagi
põgenema,,el,35,76,534,vahel
seadma,,in,11,47,534,mitte kunagi
meenutama,,el,74,25,532,vahel
valima,,ad,9,22,532,mitte kunagi
käima,,adit,36,40,531,vahel
kuulutama,,all,152,27,530,vahel
loobuma,,in,11,34,530,mitte kunagi
veetma,,ad,7,56,530,mitte kunagi
astuma,,el,82,51,528,vahel
ulatuma,,in,14,47,528,mitte kunagi
hakkama,,abl,93,40,527,mitte kunagi
astuma,üles,in,6,42,526,mitte kunagi
lendama,,ad,24,32,525,mitte kunagi
lendama,,in,18,46,524,mitte kunagi
kindlustama,,all,158,22,523,vahel
kujutama,,all,103,45,523,vahel
armuma,,ill,149,5,522,alati
käskima,,ad,190,14,522,vahel
meeldima,,el,102,11,522,vahel
rõhutama,,in,8,29,522,mitte kunagi
levima,,el,48,41,521,mitte kunagi
pajatama,,el,67,15,520,vahel
lugema,,ad,20,29,519,mitte kunagi
otsustama,,all,110,31,519,mitte kunagi
paiknema,,ad,15,61,518,mitte kunagi
lisanduma,,ad,32,22,517,vahel
tunduma,,in,20,39,515,mitte kunagi
õpetama,,all,258,13,515,vahel
kavatsema,,ad,12,25,514,mitte kunagi
asuma,,adit,22,56,512,vahel
kutsuma,,el,86,37,512,vahel
andma,,ill,25,35,511,mitte kunagi
hindama,,el,110,21,511,vahel
toimima,,ad,22,30,511,mitte kunagi
kutsuma,,ad,8,17,510,mitte kunagi
naasma,,el,29,32,509,mitte kunagi
õnnestuma,,all,75,21,509,vahel
õppima,,el,66,19,509,vahel
teenima,,abl,103,17,508,vahel
tõstma,,el,46,23,508,vahel
jaguma,,ad,109,26,507,vahel
naasma,,abl,3,18,507,mitte kunagi
kolima,,el,31,70,505,mitte kunagi
laulma,,ad,17,33,505,mitte kunagi
tooma,kaasa,in,15,45,505,mitte kunagi
lisanduma,,in,11,41,504,mitte kunagi
maanduma,,in,11,60,504,mitte kunagi
mõistma,,all,165,15,504,vahel
lisama,,in,12,33,502,mitte kunagi
minema,mööda,el,73,43,502,vahel
tekkima,,ill,22,52,502,mitte kunagi
tegema,,abl,39,38,501,mitte kunagi
vähenema,,all,36,25,501,vahel
pettuma,,in,72,21,500,vahel
sõltuma,,in,15,35,499,mitte kunagi
tasuma,,in,10,43,499,mitte kunagi
hoidma,kinni,el,42,25,497,vahel
muutma,,el,56,31,497,vahel
pälvima,,ad,5,14,497,mitte kunagi
kutsuma,,ill,10,51,496,mitte kunagi
püstitama,,in,3,28,496,mitte kunagi
käituma,,in,15,47,495,mitte kunagi
taotlema,,all,96,51,495,vahel
laekuma,,abl,144,30,494,alati
läbima,,ad,14,24,494,mitte kunagi
puudutama,,in,13,46,494,mitte kunagi
tellima,,el,27,24,494,vahel
pretendeerima,,all,10,34,493,mitte kunagi
tutvustama,,ad,6,24,493,mitte kunagi
vastanduma,,all,51,16,493,vahel
kerkima,,all,27,58,492,vahel
tunnistama,,el,114,23,492,vahel
õppima,,ad,16,25,492,mitte kunagi
astuma,üles,ad,3,16,491,mitte kunagi
lahkuma,,in,11,34,491,mitte kunagi
nägema,ette,all,137,39,491,vahel
valima,,all,74,38,490,vahel
käsitlema,,in,8,25,489,mitte kunagi
ütlema,ära,el,29,15,488,vahel
rajama,,all,45,51,487,vahel
tegelema,,ad,14,41,487,mitte kunagi
sobima,,el,56,23,484,vahel
pidama,kinni,el,23,18,481,mitte kunagi
tooma,,abl,57,34,481,mitte kunagi
veenduma,,in,8,19,481,mitte kunagi
meenutama,,ad,9,29,480,mitte kunagi
baseeruma,,ad,20,11,479,mitte kunagi
tutvuma,,in,6,45,479,mitte kunagi
minema,vaja,ad,113,21,478,vahel
kavatsema,,in,12,47,477,mitte kunagi
rippuma,,in,10,72,477,mitte kunagi
tõstma,,ad,31,27,477,mitte kunagi
arenema,,in,21,45,476,mitte kunagi
asuma,,ill,17,43,476,mitte kunagi
jätma,,adit,18,59,476,vahel
müüma,,el,44,23,474,mitte kunagi
ostma,,ad,9,32,474,mitte kunagi
tagama,,ad,11,31,474,mitte kunagi
kujutama,,in,10,35,472,mitte kunagi
lööma,,el,90,19,472,vahel
rajanema,,ad,14,5,471,vahel
suurenema,,all,26,36,471,vahel
kerkima,,el,33,32,470,vahel
eelistama,,in,13,40,469,mitte kunagi
nimetama,,ad,9,30,469,mitte kunagi
piisama,,in,12,40,469,mitte kunagi
helistama,,ill,14,29,468,vahel
paluma,,el,64,20,468,vahel
pidama,kinni,in,7,65,468,mitte kunagi
astuma,välja,el,23,50,467,mitte kunagi
minema,üle,all,46,11,467,vahel
otsima,,ad,12,31,467,mitte kunagi
tuletama,,all,210,16,467,alati
eelistama,,el,92,16,466,vahel
meenutama,,all,175,9,466,vahel
tekkima,,adit,23,44,466,mitte kunagi
kannatama,,in,18,48,465,mitte kunagi
tegema,kaasa,ad,18,10,465,mitte kunagi
tõmbama,,ad,51,30,464,vahel
tõmbama,,in,17,52,463,mitte kunagi
mõtlema,,ad,16,24,462,mitte kunagi
lahkuma,,ad,20,19,461,mitte kunagi
viima,,abl,58,52,460,vahel
proovima,,ad,17,30,459,mitte kunagi
suurendama,,in,22,39,459,mitte kunagi
kihutama,,ad,9,27,458,mitte kunagi
puhkema,,ad,22,42,458,mitte kunagi
möllama,,in,13,74,457,mitte kunagi
otsima,,abl,83,49,457,vahel
väljendama,,in,6,21,457,mitte kunagi
kõlama,,el,39,24,456,mitte kunagi
lõpma,,in,14,53,456,mitte kunagi
teadma,,all,87,21,455,vahel
tõmbama,,el,50,27,453,mitte kunagi
kavatsema,,el,64,22,452,vahel
korraldama,,el,48,23,452,vahel
loobuma,,ad,8,23,452,mitte kunagi
toetama,,all,62,40,451,vahel
jooksma,,all,63,48,450,vahel
röövima,,abl,166,14,450,alati
võtma,vastu,ad,13,34,450,mitte kunagi
nähtuma,,el,7,8,449,mitte kunagi
eralduma,,el,33,24,448,mitte kunagi
esitlema,,in,6,40,448,mitte kunagi
keerama,,all,74,33,448,vahel
puuduma,,all,79,29,448,vahel
informeerima,,el,20,12,446,vahel
kontrollima,,in,13,49,446,mitte kunagi
kuulama,,in,9,45,446,mitte kunagi
siirduma,,all,14,42,446,mitte kunagi
ajama,,all,99,32,445,vahel
kestma,,ad,35,33,444,mitte kunagi
olema,,ill,20,42,444,vahel
olema,kinni,in,36,34,444,mitte kunagi
pärima,,abl,192,8,444,alati
sisaldama,,el,29,17,444,mitte kunagi
õhkuma,,el,77,21,444,vahel
särama,,in,15,30,443,mitte kunagi
saama,edasi,el,58,30,442,vahel
vahetama,,in,8,42,442,mitte kunagi
ilmuma,,adit,20,58,441,mitte kunagi
kõnelema,,in,11,41,440,mitte kunagi
tulistama,,in,8,70,440,mitte kunagi
tungima,,adit,23,74,440,vahel
kukkuma,,el,42,39,438,mitte kunagi
säilitama,,in,13,28,438,mitte kunagi
ilmnema,,el,12,7,437,vahel
jääma,alles,el,49,34,437,mitte kunagi
saama,kokku,ad,9,28,437,mitte kunagi
võtma,,ill,20,38,437,mitte kunagi
haarama,,in,5,39,436,mitte kunagi
müüma,,ad,8,34,436,mitte kunagi
kindlustama,,in,10,29,435,mitte kunagi
lootma,,abl,95,21,435,vahel
soovima,,abl,116,25,435,vahel
ulatuma,,ad,35,30,434,mitte kunagi
uurima,,abl,190,6,434,alati
katma,,el,19,26,433,mitte kunagi
meenuma,,el,37,13,433,vahel
tõusma,,abl,12,39,433,mitte kunagi
haarama,,ad,74,17,431,vahel
hindama,,ad,11,30,431,mitte kunagi
määrama,,ad,18,25,431,mitte kunagi
süttima,,in,11,74,430,mitte kunagi
viskama,,ad,24,22,430,mitte kunagi
valmistama,,el,34,7,429,vahel
peetuma,,ad,13,27,428,vahel
keelduma,,all,106,17,427,vahel
kolima,,adit,9,94,427,mitte kunagi
sundima,,all,39,20,427,vahel
tegema,ära,all,86,13,427,vahel
vedama,,in,12,33,427,mitte kunagi
seadma,,ad,7,27,426,mitte kunagi
lõikama,,el,26,14,425,vahel
põlema,,ad,26,56,425,mitte kunagi
tüdima,,el,29,12,425,mitte kunagi
valmistama,,in,12,41,425,mitte kunagi
ajama,,el,60,35,424,vahel
käima,,abl,91,42,424,mitte kunagi
istuma,,el,91,17,423,vahel
hõlmama,,el,28,32,422,mitte kunagi
juhtuma,,el,37,30,422,mitte kunagi
külastama,,in,3,44,422,mitte kunagi
hoidma,eemale,el,57,37,421,vahel
levima,,ad,18,32,421,mitte kunagi
kogunema,,el,36,27,420,vahel
oskama,,ad,14,19,420,mitte kunagi
kulgema,,ad,26,38,419,vahel
nägema,välja,in,13,20,419,mitte kunagi
püüdma,,all,123,14,419,vahel
tooma,välja,el,22,50,417,mitte kunagi
kirjutama,,ill,8,13,416,mitte kunagi
lähtuma,,ad,7,12,416,mitte kunagi
sööma,,in,13,57,416,mitte kunagi
asendama,,in,17,30,415,mitte kunagi
järgnema,,ad,26,31,414,mitte kunagi
meeldima,,ad,50,25,414,vahel
soovitama,,el,40,16,414,mitte kunagi
arvama,,ad,24,23,413,mitte kunagi
lebama,,in,5,66,413,mitte kunagi
hoidma,,all,90,19,412,vahel
laulma,,el,69,24,412,vahel
olema,vaja,adit,28,45,412,vahel
seletama,,all,190,6,412,vahel
võimaldama,,in,8,45,412,mitte kunagi
mõjutama,,in,15,40,411,mitte kunagi
sooritama,,in,6,49,410,mitte kunagi
taotlema,,abl,69,25,410,alati
kogema,,in,12,36,408,mitte kunagi
lugema,,all,115,13,408,vahel
suunduma,,adit,7,65,408,mitte kunagi
ähvardama,,in,10,42,408,mitte kunagi
startima,,in,5,16,407,mitte kunagi
ületama,,el,44,15,407,vahel
esinema,,all,149,14,406,vahel
koostama,,all,103,24,406,vahel
vajutama,,all,27,12,406,mitte kunagi
surema,,el,108,17,405,vahel
üllatama,,in,7,28,405,mitte kunagi
eksima,,ad,8,12,404,mitte kunagi
taotlema,,in,8,42,404,mitte kunagi
võtma,välja,el,23,23,404,mitte kunagi
nähtuma,ette,all,146,36,403,vahel
varastama,,el,20,64,403,mitte kunagi
edestama,,in,4,13,402,mitte kunagi
kavatsema,,all,69,29,402,vahel
torkama,,in,12,44,402,mitte kunagi
sisenema,,ill,19,55,401,vahel
jääma,eemale,el,21,27,400,vahel
kaitsma,,in,5,27,400,mitte kunagi
pöörduma,,in,10,27,400,mitte kunagi
tegutsema,,el,67,20,400,vahel
avama,,el,39,23,398,vahel
lõpma,,ad,33,39,398,mitte kunagi
väitma,,all,102,9,398,vahel
osutama,,in,12,40,396,mitte kunagi
uskuma,,el,83,8,396,vahel
käima,üle,el,57,36,395,vahel
pidama,,adit,24,31,395,vahel
segama,,ad,59,24,394,vahel
valmima,,el,40,21,394,mitte kunagi
korduma,,in,11,30,393,mitte kunagi
jälgima,,ad,8,33,392,mitte kunagi
startima,,ad,3,10,392,mitte kunagi
vahetama,,ad,13,28,392,mitte kunagi
seisma,,all,69,20,391,vahel
tutvuma,,ad,5,18,391,mitte kunagi
jätkama,,all,63,24,390,vahel
lisama,,el,39,19,389,vahel
nimetama,,all,81,24,389,vahel
andma,edasi,all,143,14,387,vahel
tahtma,,ill,19,39,387,vahel
andma,ette,all,85,21,385,vahel
murdma,,in,11,37,385,mitte kunagi
tüdinema,,el,25,10,385,vahel
helistama,,el,56,42,384,mitte kunagi
hüppama,,in,6,30,384,mitte kunagi
leiduma,,el,29,21,384,vahel
ronima,,all,28,47,384,mitte kunagi
nautima,,in,7,53,383,mitte kunagi
paigutama,,ill,7,51,383,vahel
piirduma,,in,7,28,383,mitte kunagi
erinema,,in,10,35,382,mitte kunagi
teenima,,all,67,15,382,vahel
ähvardama,,ad,19,22,382,vahel
märkima,,all,59,13,381,vahel
puhkama,,in,7,61,381,mitte kunagi
vedama,,all,50,47,381,vahel
külastama,,ad,5,20,380,mitte kunagi
langema,,adit,14,25,380,mitte kunagi
lisama,,ad,12,16,380,mitte kunagi
ammutama,,el,12,10,379,vahel
sisenema,,adit,14,68,379,mitte kunagi
tunduma,,ad,12,17,379,mitte kunagi
kihutama,,in,8,33,378,mitte kunagi
lisama,,ill,23,8,378,mitte kunagi
ründama,,ad,12,20,378,mitte kunagi
rippuma,,ad,33,25,377,mitte kunagi
tulema,vastu,all,126,19,377,vahel
uskuma,,in,18,29,377,mitte kunagi
harjutama,,ad,9,30,376,mitte kunagi
minema,välja,el,19,52,376,mitte kunagi
purunema,,ad,29,21,376,vahel
eksima,,in,13,21,375,mitte kunagi
liikuma,,ill,21,50,375,vahel
elama,,all,64,25,374,vahel
saama,välja,el,25,47,374,mitte kunagi
arutama,,ad,5,21,373,mitte kunagi
keelama,,in,6,63,373,mitte kunagi
kordama,,in,3,15,373,mitte kunagi
mõjuma,,ad,11,26,373,mitte kunagi
puudutama,,el,58,17,373,vahel
sõlmima,,in,5,28,373,mitte kunagi
tundma,ära,in,62,17,373,vahel
vähendama,,in,14,39,373,mitte kunagi
üritama,,el,64,15,373,mitte kunagi
arenema,,ad,49,22,372,vahel
jääma,vahele,in,11,39,372,mitte kunagi
tegelema,,el,64,14,372,vahel
tungima,kallale,all,149,9,372,alati
täitma,,el,44,29,372,vahel
arvestama,,ad,7,14,371,mitte kunagi
heitma,,in,8,31,371,mitte kunagi
jääma,ette,all,72,21,371,vahel
kiitma,,in,9,22,371,mitte kunagi
tantsima,,in,12,30,371,mitte kunagi
täituma,,ad,69,14,371,vahel
vaevlema,,in,1,15,369,mitte kunagi
kaduma,,adit,15,43,368,mitte kunagi
kippuma,,all,62,29,368,vahel
püsima,,el,39,14,368,mitte kunagi
käituma,,ad,4,23,367,mitte kunagi
mäletama,,in,17,38,367,mitte kunagi
omama,,el,61,19,366,vahel
tulema,tagasi,el,31,36,366,mitte kunagi
koostama,,el,70,15,364,vahel
lisanduma,,el,20,19,364,mitte kunagi
kaduma,,ill,16,36,363,mitte kunagi
lõpetama,,all,64,32,363,vahel
näima,,el,47,12,363,vahel
oskama,,all,77,12,363,vahel
pidama,vastu,in,13,41,363,mitte kunagi
sisaldama,,in,4,22,363,mitte kunagi
tähistama,,ad,6,29,363,mitte kunagi
vajama,,all,58,22,363,vahel
tellima,,all,74,42,362,vahel
vastutama,,in,13,41,362,mitte kunagi
sõltuma,,ad,21,20,361,mitte kunagi
tooma,välja,in,9,28,361,mitte kunagi
eelistama,,ad,11,22,360,mitte kunagi
nähtuma,,in,11,33,360,mitte kunagi
jätma,ilma,el,20,17,359,vahel
kontrollima,,ad,15,25,359,mitte kunagi
moodustama,,all,53,29,359,vahel
varjama,,in,13,56,358,mitte kunagi
hakkama,,adit,27,36,357,mitte kunagi
ilutsema,,ad,14,21,357,mitte kunagi
kanduma,,all,53,42,357,vahel
kasvatama,,in,22,54,357,mitte kunagi
nägema,,abl,17,37,357,mitte kunagi
tõestama,,in,8,21,357,mitte kunagi
vaatama,otsa,all,134,2,356,vahel
keskenduma,,in,10,23,355,mitte kunagi
vedelema,,in,5,69,355,mitte kunagi
kutsuma,,adit,16,56,354,vahel
tõotama,,all,96,17,354,alati
keelduma,,in,12,28,353,mitte kunagi
maksma,,adit,12,26,353,mitte kunagi
säilima,,el,24,30,353,mitte kunagi
uurima,,el,34,18,353,mitte kunagi
jääma,üle,el,38,14,352,mitte kunagi
kujunema,välja,ad,63,25,352,mitte kunagi
naasma,,ill,7,28,352,vahel
nägema,ette,in,11,40,352,mitte kunagi
nähtuma,ette,in,2,23,352,mitte kunagi
alistama,,ad,2,8,351,mitte kunagi
jääma,vahele,ad,17,18,351,mitte kunagi
kaitsema,,in,5,25,351,mitte kunagi
suruma,,all,91,24,351,vahel
ulatuma,,ill,6,35,351,mitte kunagi
startima,,el,41,26,350,vahel
ilmutama,,in,7,29,349,mitte kunagi
jõudma,järele,all,77,16,349,vahel
lebama,,ad,10,55,349,mitte kunagi
lööma,kaasa,ad,5,8,349,mitte kunagi
pakkuma,välja,all,107,19,349,vahel
sisaldama,,all,74,19,349,vahel
kurtma,,in,12,33,348,mitte kunagi
lähtuma,,in,7,15,348,mitte kunagi
tegema,välja,el,52,8,348,vahel
pesitsema,,in,32,57,347,mitte kunagi
viibima,,el,82,25,347,vahel
annetama,,all,92,31,346,vahel
ehitama,,el,22,29,345,mitte kunagi
kuulama,,el,48,18,345,mitte kunagi
pruukima,,el,41,16,345,vahel
süttima,,ad,9,33,345,mitte kunagi
jääma,alla,ad,11,14,344,mitte kunagi
maanduma,,ad,12,40,344,mitte kunagi
sündima,,all,61,19,344,vahel
vähendama,,ad,25,23,344,mitte kunagi
hakkama,vastu,all,109,6,343,vahel
kutsuma,üles,all,15,3,343,vahel
lendama,,adit,13,40,343,mitte kunagi
mahtuma,,in,8,30,343,mitte kunagi
sadama,,in,6,39,343,mitte kunagi
seadma,,el,70,16,343,vahel
suunduma,,el,15,45,343,vahel
hävima,,in,7,42,342,mitte kunagi
vahistama,,in,2,43,342,mitte kunagi
kasutama,,all,52,26,341,vahel
käivituma,,in,10,35,341,mitte kunagi
puutuma,kokku,in,12,30,341,mitte kunagi
treenima,,in,7,30,340,mitte kunagi
jooma,,in,10,52,339,mitte kunagi
toituma,,el,33,6,339,vahel
nappima,,in,16,47,338,mitte kunagi
pöörama,,in,8,34,338,mitte kunagi
särama,,ad,22,18,338,mitte kunagi
tundma,kaasa,all,166,4,338,alati
alustama,,abl,26,32,337,mitte kunagi
hõivama,,in,5,34,337,mitte kunagi
kõndima,,ad,14,34,337,mitte kunagi
pöörduma,,ad,8,15,337,mitte kunagi
uurima,,ad,18,22,337,mitte kunagi
sõitma,,abl,9,36,336,mitte kunagi
tervitama,,in,8,54,336,mitte kunagi
toimetama,,in,14,61,336,mitte kunagi
ärkama,,in,31,38,336,vahel
algama,,abl,10,41,335,mitte kunagi
murdma,,ad,23,20,335,vahel
peatama,,in,9,42,335,mitte kunagi
kuulutama,,ad,6,17,334,mitte kunagi
selgitama,,ad,5,16,334,mitte kunagi
alistuma,,all,76,3,333,alati
juhinduma,,el,8,9,333,mitte kunagi
sõnama,,in,7,22,333,mitte kunagi
tuginema,,ad,10,6,333,mitte kunagi
ujuma,,in,8,19,333,mitte kunagi
valmistuma,,in,6,41,333,mitte kunagi
jälgima,,el,38,28,332,vahel
kippuma,,el,44,16,332,mitte kunagi
vedama,,el,38,32,332,mitte kunagi
purustama,,in,4,37,331,mitte kunagi
lõppema,,el,24,15,330,mitte kunagi
ulatuma,,all,35,50,329,vahel
kandideerima,,all,11,12,328,mitte kunagi
kulgema,,el,20,37,328,vahel
vaatama,,abl,13,28,328,mitte kunagi
väitma,,ad,9,17,328,mitte kunagi
võitlema,,ad,8,25,328,mitte kunagi
eemalduma,,el,45,25,327,vahel
kiitma,,ad,8,9,326,mitte kunagi
arvestama,,in,10,20,325,mitte kunagi
üllatama,,ad,4,22,325,mitte kunagi
kehtima,,el,26,10,324,vahel
omama,,ad,10,18,324,mitte kunagi
hoiatama,,in,4,29,323,mitte kunagi
kirjutama,alla,in,2,31,323,mitte kunagi
suurendama,,ad,19,22,323,mitte kunagi
tahtma,,adit,20,40,323,vahel
mõjutama,,ad,13,26,322,mitte kunagi
saavutama,,el,56,12,322,vahel
tegema,ära,in,5,28,322,mitte kunagi
töötama,,all,53,16,322,vahel
hüppama,,all,52,25,321,vahel
kõlbama,,all,91,21,321,vahel
püsima,,all,32,12,321,vahel
väljastama,,all,94,19,321,vahel
koonduma,,ill,13,44,320,vahel
julgema,,in,8,27,319,mitte kunagi
näima,,all,100,16,319,vahel
rikkuma,,ad,12,17,319,mitte kunagi
siirduma,,el,40,18,319,vahel
iseloomustama,,in,7,20,318,mitte kunagi
johtuma,,el,10,7,318,mitte kunagi
jääma,ära,ad,49,17,318,vahel
saama,otsa,ad,64,21,318,vahel
tuvastama,,ad,62,13,318,vahel
lisanduma,,ill,12,14,317,mitte kunagi
magama,,ad,9,44,317,mitte kunagi
saama,täis,ad,77,10,317,vahel
selgitama,,el,35,19,317,mitte kunagi
takistama,,in,12,38,317,mitte kunagi
eristuma,,el,49,19,316,vahel
omandama,,ad,10,23,316,mitte kunagi
segama,,in,9,41,316,mitte kunagi
vaimustuma,,el,25,19,316,vahel
ehitama,,in,5,46,315,mitte kunagi
jooksma,,adit,13,46,315,mitte kunagi
panustama,,all,42,11,315,vahel
piirduma,,ad,10,17,315,mitte kunagi
viskama,,el,57,12,315,vahel
esietenduma,,in,1,41,314,mitte kunagi
kõnelema,,ad,3,18,314,mitte kunagi
märkima,,ad,6,14,314,mitte kunagi
pidama,kinni,ad,6,28,314,mitte kunagi
pälvima,,el,70,15,314,vahel
rikkuma,,in,12,38,314,mitte kunagi
seletama,,in,9,24,314,mitte kunagi
viitama,,ad,9,15,314,mitte kunagi
ennustama,,in,6,20,313,mitte kunagi
etendama,,in,7,25,313,mitte kunagi
häirima,,in,13,37,313,mitte kunagi
langema,välja,el,29,13,313,vahel
eeldama,,abl,129,19,312,alati
kolima,,all,10,53,312,vahel
kulutama,,in,8,29,312,mitte kunagi
ööbima,,in,8,76,312,mitte kunagi
haarama,kinni,el,36,8,311,mitte kunagi
koguma,,all,53,25,311,vahel
täituma,,el,41,11,311,mitte kunagi
hüppama,,ad,9,25,310,mitte kunagi
lausuma,,all,117,6,310,vahel
tõdema,,in,5,17,310,mitte kunagi
kukkuma,alla,in,5,48,309,mitte kunagi
läbima,,el,44,14,309,vahel
arenema,,el,39,18,308,mitte kunagi
kasvama,üles,in,7,49,308,mitte kunagi
liikuma,,adit,8,50,308,mitte kunagi
röövima,,in,7,43,308,mitte kunagi
asendama,,ad,13,18,307,mitte kunagi
sundima,,in,12,28,307,mitte kunagi
toimuma,,adit,13,21,307,mitte kunagi
tootma,,el,15,11,307,mitte kunagi
vahendama,,all,92,16,307,vahel
andma,,abl,29,26,306,mitte kunagi
kutsuma,esile,in,81,22,306,vahel
pääsema,ligi,all,27,24,306,vahel
säästma,,el,6,3,306,mitte kunagi
tappima,,in,5,51,306,mitte kunagi
tootma,,all,51,30,306,vahel
parandama,,in,5,33,305,mitte kunagi
suurenema,,el,22,14,305,mitte kunagi
jalutama,,in,9,54,304,mitte kunagi
kaduma,,all,41,33,304,vahel
kujunema,välja,in,11,29,304,mitte kunagi
täiendama,,in,3,18,304,mitte kunagi
avanema,,el,17,53,303,mitte kunagi
järgnema,,el,46,14,303,mitte kunagi
kujutama,,ad,11,26,303,mitte kunagi
koguma,,abl,100,22,302,alati
laskma,,ill,11,38,302,mitte kunagi
peatama,,ad,8,32,302,mitte kunagi
kuluma,ära,all,126,12,301,vahel
käima,ära,in,10,39,301,mitte kunagi
kõlama,,all,93,7,301,vahel
langema,,abl,24,13,301,mitte kunagi
langema,,ill,5,16,301,mitte kunagi
mainima,,in,6,14,301,mitte kunagi
olema,alles,el,29,22,301,mitte kunagi
taotlema,,el,23,23,301,mitte kunagi
tapma,,ad,7,31,301,mitte kunagi
abistama,,ad,7,5,300,mitte kunagi
katkestama,,in,5,22,300,mitte kunagi
kehtestama,,in,9,37,300,mitte kunagi
kõndima,,in,10,42,300,mitte kunagi
mõistma,,el,58,10,300,vahel
domineerima,,ad,12,24,299,mitte kunagi
kartma,,in,15,35,299,mitte kunagi
katkema,,ad,27,15,299,mitte kunagi
mõjuma,,el,36,12,299,vahel
püstitama,,ad,4,10,299,mitte kunagi
sööma,,ad,10,33,299,mitte kunagi
võrdlema,,in,8,22,299,mitte kunagi
ebaõnnestuma,,ad,55,9,298,vahel
esitlema,,ad,0,15,298,mitte kunagi
