verb,verb_compound,ei_saa_olla_sihitist,kahtlane,total,freq_nom,freq_gen,freq_par
haavama,,,,310,21,20,269
maksma,välja,,,310,91,126,93
nakatama,,,,310,52,66,192
tõmbama,ära,,,310,87,152,71
üürima,,,,310,51,137,122
erutama,,,,309,25,22,262
kirjutama,välja,,,308,85,94,129
kihutama,,,,307,56,108,143
pakutama,,,x,306,16,29,261
sikutama,,,,306,45,90,171
diagnoosima,,,,305,27,181,97
kallutama,,,,305,42,111,152
raiskama,,,,305,38,68,199
tõstma,välja,,,305,81,145,79
kutsuma,kohale,,,304,141,113,50
nägema,ära,,,304,103,163,38
tunnistama,üles,,,304,67,178,59
laskma,sisse,,,303,95,82,126
ammutama,,,,302,39,60,203
evima,,,,302,9,19,274
kroonima,,,,302,38,55,209
sisustama,,,,301,66,124,111
liigitama,,,,299,86,113,100
imestama,,,,298,33,89,176
passima,,,,298,65,59,174
arendama,välja,,,296,66,163,67
andestama,,,,295,98,76,121
lööma,maha,,,295,77,143,75
söötma,,,,294,76,74,144
heidutama,,,,293,25,11,257
aimama,,,,292,28,25,239
hoidma,kokku,,,292,45,69,178
panema,alla,,,292,129,94,69
kadestama,,,,291,29,15,247
lööma,lahti,,,291,102,151,38
mõrvama,,,,291,74,108,109
napsama,,,,291,54,159,78
kaevama,,,,290,64,92,134
koormama,,,,290,22,35,233
pressima,,,,290,45,76,169
nullima,,,,289,90,157,42
saama,otsa,,x,289,117,89,83
halvendama,,,,288,10,31,247
keetma,,,,288,50,62,176
lõikama,ära,,,288,104,133,51
silitama,,,,288,25,45,218
trahvima,,,,288,30,37,221
filmima,,,,287,24,39,224
mõnitama,,,,287,36,23,228
haarama,kaasa,,,286,71,122,93
imiteerima,,,,286,13,27,246
vormima,,,,285,39,94,152
hääletama,,,,284,31,99,154
korjama,ära,,,284,129,73,82
küpsetama,,,,284,47,63,174
vaatama,pealt,,,284,24,18,242
suruma,peale,,,283,43,85,155
kaevama,välja,,,282,75,111,96
kirjutama,üles,,,282,108,81,93
lindistama,,,,282,70,71,141
muutuma,,x,,282,41,89,152
panema,juurde,,,282,92,67,123
lülitama,sisse,,,281,69,163,49
müüma,edasi,,,281,73,96,112
näitama,ära,,,281,107,141,33
postitama,,,,281,67,92,122
võluma,,,,281,41,53,187
üllitama,,,,281,29,173,79
vedama,alt,,,280,57,24,199
maksma,ära,,,279,67,136,76
ohverdama,,,,279,48,136,95
võtma,peale,,,279,83,94,102
autasustama,,,,277,50,26,201
käsutama,,,,276,59,45,172
taipama,,,,276,38,37,201
vedama,välja,,,276,40,94,142
suruma,maha,,,275,75,120,80
tõkestama,,,,275,38,87,150
kiirgama,,,,274,14,26,234
panema,tagasi,,,274,88,129,57
sebima,,,,273,80,73,120
leppima,,,,272,68,143,61
ahvatlema,,,,271,26,24,221
konstrueerima,,,,271,35,148,88
elustama,,,,270,42,83,145
motiveerima,,,,270,18,19,233
pussitama,,,,269,39,74,156
jätma,ilma,,,268,116,110,42
nutma,,,,268,92,92,84
saatma,ära,,,268,85,134,49
hävima,,x,,267,41,99,127
märgistama,,,,266,44,53,169
süttima,,,,266,78,97,91
valetama,,,,266,105,97,64
varitsema,,,,266,21,21,224
vaidlema,,,x,265,73,139,53
arutlema,,,x,264,37,138,89
mängima,maha,,,264,66,126,72
plahvatama,,x,,264,65,122,77
vastandama,,,,264,32,90,142
kinnistama,,,,263,36,91,136
kuulama,üle,,,263,71,92,100
andma,ette,,,262,90,101,71
nõutama,,,,262,11,47,204
toksima,,,,262,48,72,142
nentima,,,,261,18,50,193
rüüstama,,,,261,27,64,170
jagama,välja,,,259,102,58,99
omistama,,,,259,35,115,109
tõrjuma,välja,,,259,96,97,66
õhkuma,,x,,259,0,18,241
pritsima,,,,258,25,37,196
väänama,,,,258,38,90,130
kostitama,,,,257,8,21,228
käima,välja,,,256,44,125,87
lõikama,välja,,,256,97,84,75
varuma,,,,256,21,33,202
kleepima,,,,255,54,96,105
möönma,,,,255,17,25,213
müüma,ära,,,255,86,114,55
pärandama,,,,255,53,125,77
importima,,,,254,28,42,184
intervjueerima,,,,254,47,23,184
murdma,maha,,,254,61,127,66
pidama,maha,,,254,40,164,50
seadustama,,,,254,48,168,38
teenima,välja,,,254,43,141,70
maitsema,,,,253,71,40,142
genereerima,,,,252,32,83,137
lämmatama,,,,252,56,101,95
nõrgendama,,,,252,16,23,213
kustutama,ära,,,251,90,114,47
sisendama,,,,251,23,35,193
kandma,edasi,,,249,21,48,180
keelduma,,,x,249,22,38,189
doteerima,,,,248,7,22,219
ennetama,,,,248,17,27,204
põlgama,ära,,,248,39,83,126
kerima,,,,247,66,73,108
konsulteerima,,,,247,25,83,139
suhtuma,,x,,247,5,62,180
jäljendama,,,,246,22,14,210
näppama,,,,246,36,104,106
kurvastama,,,,245,41,45,159
vaatama,ära,,,245,103,98,44
ajama,ära,,,244,72,101,71
pääsema,,x,,244,15,64,165
tõttama,,,,244,43,68,133
elavdama,,,,243,17,32,194
jooma,ära,,,243,53,104,86
kohandama,,,,243,39,82,122
lakkuma,,,,243,50,41,152
lööma,kaasa,,,243,71,85,87
kallistama,,,,242,46,38,158
põrnitsema,,,,241,14,22,205
summutama,,,,241,58,97,86
jagama,ära,,,240,97,95,48
nõudma,tagasi,,,240,50,51,139
ostma,välja,,,240,86,96,58
produtseerima,,,,240,11,49,180
tooma,ette,,,240,73,108,59
saama,maha,,x,239,51,96,92
viima,sisse,,,239,77,112,50
premeerima,,,,238,25,15,198
lõikama,läbi,,,237,83,105,49
sekkuma,,x,,237,35,103,99
tapma,ära,,,237,81,111,45
himustama,,,,236,12,24,200
manama,,,,236,50,101,85
viima,ette,,,236,109,106,21
hajutama,,,,235,65,68,102
nuusutama,,,,235,15,32,188
tõstatama,,,,234,44,114,76
külmutama,,,,233,70,105,58
lehvitama,,,,233,37,28,168
lugema,üle,,,233,122,43,68
upitama,,,,233,42,91,100
mängima,üle,,,232,115,81,36
möllama,,,x,232,99,75,58
teesklema,,,,232,7,11,214
viskama,ära,,,232,75,91,66
lisama,juurde,,,231,47,71,113
protestima,,,x,231,42,138,51
tahtma,tagasi,,,231,18,43,170
talletama,,,,231,52,65,114
valmima,,x,,231,41,82,108
ütlema,ära,,,231,76,95,60
patsutama,,,,230,22,36,172
siduma,kinni,,,230,77,115,38
provotseerima,,,,229,22,54,153
kirjutama,sisse,,,228,51,96,81
koristama,ära,,,228,109,82,37
laotama,,,,228,54,88,86
moonutama,,,,228,21,30,177
saama,ära,,,228,62,112,54
turvama,,,,228,16,27,185
viima,alla,,,228,79,102,47
kaardistama,,,,227,61,60,106
kõnelema,,,,227,38,57,132
peetama,,,x,227,8,12,207
ratifitseerima,,,,227,43,117,67
kannustama,,,,225,19,19,187
lunastama,,,,225,39,121,65
lähendama,,,,225,14,38,173
aeglustama,,,,224,8,27,189
pühitsema,,,,224,38,66,120
surema,,x,,224,30,71,123
tükeldama,,,,224,93,54,77
volitama,,,,224,50,65,109
vägistama,,,,224,42,79,103
hõõruma,,,,223,55,24,144
istuma,,,,223,35,65,123
jahutama,,,,223,21,34,168
mälestama,,,,223,26,15,182
jooksma,,,,222,18,70,134
kandma,välja,,,222,34,68,120
kuivatama,,,,222,52,32,138
muutma,ära,,,222,93,96,33
ostma,tagasi,,,222,61,92,69
toimuma,,x,,222,14,27,181
šokeerima,,,,222,23,18,181
arutama,läbi,,,221,101,76,44
libistama,,,,221,47,95,79
nägema,pealt,,,221,18,14,189
tabama,ära,,,221,50,132,39
siluma,,,,220,30,37,153
viskama,maha,,,219,61,120,38
jagama,laiali,,,216,79,57,80
näitama,ette,,,216,86,78,52
seirama,,,,215,19,9,187
torkima,,,,215,25,21,169
võlgnema,,,,215,33,120,62
käima,läbi,,,214,157,18,39
moodustama,kokku,,,214,33,127,54
nokkima,,,,214,43,51,120
riputama,üles,,,214,65,85,64
halvama,,,,213,27,81,105
hoidma,tagasi,,,213,18,25,170
kuritarvitama,,,,213,5,26,182
rääkima,ära,,,213,73,98,42
võltsima,,,,213,13,44,156
hoidma,koos,,,212,30,52,130
ostma,sisse,,,212,30,55,127
sirvima,,,,212,15,21,176
visandama,,,,212,33,90,89
väntama,,,,212,28,79,105
akkama,,x,,211,92,63,56
lühendama,,,,211,19,41,151
matkima,,,,211,17,14,180
saama,peale,,x,211,48,89,74
sööstma,,,x,211,26,96,89
kõrvutama,,,,210,18,29,163
menetlema,,,,210,17,40,153
avardama,,,,209,12,23,174
nõrgestama,,,,209,13,21,175
kauplema,,,,207,33,71,103
paisutama,,,,207,31,61,115
võrdsustama,,,,207,72,74,61
hellitama,,,,206,15,16,175
katkema,,x,,206,64,77,65
lugema,üles,,,206,105,20,81
markeerima,,,,206,17,27,162
pillama,,,,205,23,110,72
väisama,,,,205,11,35,159
ajama,kokku,,,204,48,62,94
ajama,laiali,,,204,89,62,53
koorima,,,,204,51,47,106
peksma,läbi,,,204,48,112,44
uudistama,,,,204,10,21,173
aitama,välja,,,203,65,86,52
kummardama,,,,203,29,29,145
lohistama,,,,203,41,64,98
maksustama,,,,203,49,46,108
võima,,,,203,16,54,133
kurnama,,,,201,24,28,149
laskma,alla,,,201,74,75,52
naeruvääristama,,,,201,10,18,173
näima,ette,x,,201,22,43,136
pehmendama,,,,201,14,15,172
rõhuma,,,,201,19,38,144
tegema,maha,,,201,55,54,92
viigistama,,,,201,49,128,24
ühtlustama,,,,201,56,37,108
lõbustama,,,,200,17,15,168
mängima,välja,,,200,43,99,58
mölisema,,,x,200,108,57,35
seletama,lahti,,,200,64,58,78
tõusma,,,,200,15,67,118
armuma,,x,,199,33,78,88
okupeerima,,,,199,51,85,63
saama,alla,,,199,52,76,71
sulatama,,,,199,49,50,100
pürgima,,x,,198,27,76,95
renoveerima,,,,198,42,78,78
viitama,,,,198,15,96,87
ehitama,valmis,,,197,54,103,40
mõjustama,,,,197,13,15,169
mõtlema,läbi,,,197,87,61,49
rüüpama,,,,197,16,56,125
hõikama,,,,196,36,61,99
kureerima,,,,196,14,22,160
loendama,,,,196,14,11,171
arendama,edasi,,,195,10,40,145
nõudma,välja,,,195,52,56,87
pumpama,,,,195,19,52,124
juurutama,,,,193,18,65,110
kõrvetama,,,,193,41,41,111
lähtuma,,x,,193,28,80,85
lööma,kokku,,,193,77,44,72
mõjuma,,x,,193,23,34,136
segama,kokku,,,193,83,50,60
terroriseerima,,,,193,11,16,166
tõmbama,alla,,,193,75,67,51
tõmbama,kaasa,,,193,55,70,68
painama,,,,192,17,17,158
trotsima,,,,192,8,15,169
korrutama,,,,191,53,55,83
lõhestama,,,,191,23,49,119
pingutama,,,,191,38,45,108
kandma,maha,,,190,60,61,69
peitma,ära,,,190,82,80,28
seedima,,,,189,10,9,170
tekkima,,x,,189,17,18,154
arvutama,välja,,,188,57,96,35
kahtlema,,,x,188,48,79,61
kirjutama,ette,,,188,53,58,77
lükkama,kõrvale,,,188,77,80,31
asustama,,,,187,37,42,108
imbuma,,,,187,10,43,134
pajatama,,,,187,34,65,88
tirima,välja,,,187,38,90,59
aduma,,,,186,2,10,174
hingama,,,,186,27,57,102
kirjutama,valmis,,,186,52,94,40
räsima,,,,186,19,18,149
saama,üle,,x,186,37,94,55
uppuma,,x,,186,20,65,101
vaimustama,,,,186,28,20,138
kammitsema,,,,185,8,5,172
omastama,,,,185,38,58,89
sirutama,,,,185,41,74,70
sobitama,,,,185,29,47,109
installima,,,,184,71,62,51
parandama,ära,,,184,79,82,23
fännama,,,,183,36,21,126
hoidma,alles,,,183,64,47,72
noomima,,,,183,17,14,152
peibutama,,,,183,14,24,145
kostuma,,x,,182,9,16,157
helistama,,,,181,19,63,99
paeluma,,,,181,17,11,153
paiskuma,,x,,181,15,59,107
sobima,,x,,181,4,27,150
täiustama,,,,181,10,21,150
unistama,,,x,181,44,54,83
andma,üles,,,180,51,74,55
kahmama,,,,180,40,95,45
kraapima,,,,180,35,44,101
lajatama,,,,180,28,84,68
haistma,,,,179,8,16,155
kõlama,,x,,179,30,39,110
matma,maha,,,179,54,72,53
mürgitama,,,,179,30,45,104
seiskama,,,,179,50,100,29
saatma,edasi,,,178,45,83,50
hoidma,eemale,,,177,75,35,67
hoomama,,,,177,6,14,157
keerama,kinni,,,177,66,80,31
kuumutama,,,,177,61,28,88
panema,kõrvale,,,177,59,75,43
portreteerima,,,,177,16,18,143
õgima,,,,177,20,21,136
halvustama,,,,176,15,6,155
maksma,tagasi,,,176,48,65,63
mängitama,,x,,176,14,13,149
noolima,,,,176,16,35,125
valmistuma,,x,,176,58,50,68
jõllitama,,,,175,11,20,144
kontrollima,üle,,,175,99,56,20
nägema,läbi,,,175,31,51,93
pressima,välja,,,175,29,66,80
proovima,ära,,,175,61,94,20
sarnanema,,x,,175,48,83,44
tülitama,,,,175,11,10,154
vihjama,,,x,175,53,86,36
piidlema,,,,174,10,11,153
põimima,,,,174,30,42,102
tallama,,,,174,36,46,92
ehitama,välja,,,173,45,88,40
jahmatama,,,,173,9,22,142
kiskuma,välja,,,173,47,67,59
laitma,,,,173,15,19,139
oletama,,,,173,14,23,136
reastama,,,,173,85,18,70
dirigeerima,,,,172,37,21,114
kuduma,,,,172,44,42,86
naerma,,,,172,16,20,136
tegema,ümber,,,172,50,62,60
ajama,üles,,,171,56,74,41
pigistama,välja,,,171,32,70,69
hukkama,,,,170,42,57,71
hukutama,,,,170,40,82,48
loosima,välja,,,170,39,66,65
kahekordistama,,,,169,13,55,101
kruvima,,,,169,52,62,55
saama,edasi,,,169,22,66,81
ujutama,,,,169,43,60,66
allutama,,,,168,54,79,35
disainima,,,,168,29,63,76
kombineerima,,,,168,20,33,115
lappama,,,,168,13,22,133
läbistama,,,,168,19,65,84
tõmbama,lahti,,,168,32,113,23
turgutama,,,,167,12,21,134
vilistama,,,,167,37,58,72
eksitama,,,,166,8,18,140
kutsuma,kaasa,,,166,38,77,51
nühkima,,,,166,19,30,117
parkima,,,,166,35,83,48
tasandama,,,,166,39,30,97
vastustama,,,,166,5,25,136
kanduma,,x,,165,21,59,85
kasseerima,,,,165,27,60,78
panustama,,,,165,27,59,79
taandama,,,,165,42,82,41
viicima,,x,,165,76,42,47
kuhjama,,,,164,36,31,97
lööma,sisse,,,164,56,69,39
näitama,välja,,,164,18,13,133
reostama,,,,164,13,42,109
ütlema,üles,,,164,60,73,31
broneerima,,,,163,43,72,48
jälestama,,,,163,8,10,145
katma,kinni,,,163,60,76,27
keerama,lahti,,,163,43,90,30
kumama,,x,,163,13,34,116
niitma,,,,163,32,46,85
norima,,,,163,50,29,84
nuhtlema,,,,163,11,16,136
põrmustama,,,,163,41,88,34
saagima,,,,163,36,47,80
turustama,,,,163,13,22,128
tüürima,,,,163,30,64,69
jätkuma,,x,,162,5,24,133
lõikama,maha,,,162,55,71,36
praadima,,,,162,47,18,97
transportima,,,,162,19,31,112
kägistama,,,,161,30,63,68
rebima,lahti,,,161,43,79,39
respekteerima,,,,161,4,13,144
tagandama,,,,161,58,76,27
vedama,kaasa,,,161,31,51,79
heitma,kõrvale,,,160,72,62,26
kalduma,,x,,160,22,53,85
karmistama,,,,160,5,21,134
langema,,x,,160,10,49,101
purema,,,,160,17,33,110
tumestama,,,,160,20,26,114
viskama,ette,,,160,36,75,49
võtma,läbi,,,160,71,38,51
delegeerima,,,,159,31,92,36
petma,välja,,,159,34,38,87
tõmbama,ligi,,,159,26,18,115
lahkuma,,,,158,16,48,94
lehitsema,,,,158,10,25,123
vaatama,vastu,x,,158,54,41,63
formuleerima,,,,157,45,65,47
refereerima,,,,157,13,17,127
uhtuma,,,,157,29,54,74
õpetama,välja,,,157,33,29,95
käskima,,,,156,48,45,63
hurjutama,,,,155,8,10,137
jooksutama,,,,155,21,29,105
lakkama,,x,,155,70,37,48
laskma,mööda,,,155,52,70,33
mudima,,,,155,19,12,124
riisuma,,,,155,27,52,76
taltsutama,,,,155,15,25,115
tõmbama,kokku,,,155,49,47,59
vahetama,vastu,,,155,21,94,40
vaigistama,,,,155,32,35,88
voolima,,,,155,38,35,82
kütma,üles,,,154,34,39,81
laenutama,,,,154,22,35,97
soostuma,,x,,154,24,33,97
arvama,ära,,,153,44,63,46
kõnetama,,,,153,15,11,127
mõistma,välja,,,153,47,63,43
trügima,,,,153,23,53,77
võtma,kätte,,,153,6,144,3
krabama,,,,152,40,52,60
murdma,sisse,,,152,26,83,43
panema,valmis,,,152,89,34,29
suruma,läbi,,,152,36,76,40
tegema,edasi,,,152,22,36,94
liisima,,,,151,48,56,47
puhkama,,,,151,40,45,66
tegema,tagasi,,,151,41,68,42
viimistlema,,,,151,28,27,96
tituleerima,,,,150,28,50,72
võtma,alla,,,150,41,59,50
hauduma,,,,149,24,22,103
ilmuma,,x,,149,15,22,112
kuulduma,,x,,149,11,8,130
suruma,alla,,,149,35,37,77
elama,läbi,,,148,35,22,91
harima,,,,148,17,11,120
lummama,,,,148,21,28,99
parodeerima,,,,148,17,14,117
puurima,,,,148,20,21,107
andma,vastu,,,147,25,57,65
lootsima,,,,147,22,28,97
tooma,alla,,,147,46,69,32
aretama,,,,146,28,47,71
imama,,,,146,48,36,62
kohutama,,,,146,8,5,133
peetuma,kinni,x,,146,95,8,43
ujutama,üle,,,146,64,41,41
ahmima,,,,145,16,14,115
hoolima,,,,145,41,36,68
kiikama,,,,145,9,33,103
kruttima,,,,145,23,24,98
magama,maha,,,145,36,67,42
naelutama,,,,145,36,54,55
ohjeldama,,,,145,9,11,125
petma,ära,,,145,48,64,33
praktiseerima,,,,145,5,13,127
suretama,välja,,,145,42,69,34
tembeldama,,,,145,52,42,51
looma,välja,x,,144,65,47,32
meelitama,kohale,,,144,32,23,89
seletama,ära,,,144,61,62,21
sosistama,,,,144,43,31,70
aktiveerima,,,,143,22,42,79
jaksama,,,,143,27,27,89
jutlustama,,,,143,10,17,116
tegema,ringi,,,143,25,82,36
suitsetama,,,,142,25,29,88
võtma,juurde,,,142,17,28,97
ajama,maha,,,141,49,57,35
kohtuma,,,,141,8,54,79
umbusaldama,,,,141,12,13,116
vaatama,välja,,,141,40,57,44
lööma,üle,,,140,42,55,43
mässama,,x,,140,64,54,22
nabima,kinni,,,140,46,66,28
piiritlema,,,,140,33,47,60
seisma,,x,,140,22,38,80
tõmbama,tagasi,,,140,32,49,59
tüütama,,,,140,20,13,107
boikoteerima,,,,139,5,9,125
kiirustama,,,,139,13,35,91
liitma,kokku,,,139,80,23,36
meelitama,välja,,,139,37,47,55
piirama,sisse,,,139,35,83,21
põletama,ära,,,139,54,56,29
kannatama,ära,,,138,36,76,26
tudeerima,,,,138,8,15,115
viskama,sisse,,,138,25,72,41
arvama,välja,,,137,49,58,30
diskrimineerima,,,,137,6,4,127
laiutama,,,,137,44,43,50
leinama,,,,137,18,18,101
lükkama,välja,,,137,38,73,26
mõtestama,,,,137,9,31,97
nutma,taga,,,137,12,7,118
pareerima,,,,137,42,39,56
põletama,maha,,,137,38,66,33
ruulima,,,,137,55,50,32
valama,üle,,,137,44,72,21
hindama,üle,,,136,8,17,111
häbistama,,,,136,14,12,110
kaduma,,x,,136,11,18,107
olenema,,x,,136,13,42,81
shokeerima,,,,136,10,7,119
tõhustama,,,,136,2,16,118
andma,järele,,,135,46,56,33
kulutama,ära,,,135,40,56,39
lagundama,,,,135,16,41,78
salgama,,,,135,9,13,113
tegelema,,x,,135,13,38,84
väsitama,,,,135,29,11,95
anuma,,,,134,22,12,100
ilustama,,,,134,12,12,110
kompama,,,,134,10,9,115
kukkuma,,x,,134,12,50,72
maandama,,,,134,33,39,62
ostma,üles,,,134,40,44,50
kuvama,,,,133,24,50,59
ohjama,,,,133,9,9,115
piirama,ümber,,,133,38,67,28
eritama,,,,132,8,13,111
kaema,,,,132,21,17,94
kobama,,,,132,8,23,101
ropendama,,x,,132,65,41,26
tüütama,ära,,,132,53,37,42
aktiviseerima,,,,131,14,13,104
andma,sisse,,,131,37,67,27
küttima,,,,131,13,26,92
reserveerima,,,,131,28,65,38
rändama,,,x,131,17,36,78
sülitama,,,,131,19,65,47
hullutama,,,,130,10,6,114
kirjutama,kokku,,,130,31,50,49
mängima,läbi,,,130,43,35,52
neutraliseerima,,,,130,32,45,53
vedama,ära,,,130,46,47,37
majutama,,,,129,32,13,84
müüma,kokku,,,129,13,21,95
samastama,,,,129,15,52,62
sarjama,,,,129,7,10,112
sorteerima,,,,129,30,17,82
surmama,,,,129,17,58,54
söandama,,,x,129,15,26,88
varastama,ära,,,129,48,60,21
värskendama,,,,129,12,16,101
võõrandama,,,,129,30,50,49
andma,alla,,x,128,31,55,42
lukustama,,,,128,30,66,32
püüdlema,,,,128,10,37,81
roolima,,,,128,34,31,63
saama,kinni,,,128,30,47,51
ääristama,,,,128,27,13,88
koukima,välja,,,127,31,67,29
lõikama,lahti,,,127,32,69,26
panema,kaasa,,,127,31,51,45
sügama,,,,127,14,21,92
vääratama,,x,,127,14,14,99
igatsema,taga,,,126,3,4,119
murdma,lahti,,,126,28,67,31
protesteerima,,,x,126,18,87,21
saama,pihta,,,126,40,50,36
askeldama,,x,,125,26,42,57
keppima,,,,125,30,25,70
pingestama,,,,125,14,21,90
saama,ette,,,125,37,58,30
viima,üles,,,125,44,53,28
ajama,alla,,,124,27,56,41
ammendama,,,,124,35,42,47
distsiplineerima,,,,124,9,4,111
heitma,välja,,,124,34,57,33
kogunema,,x,,124,7,7,110
kollitama,,,,124,17,11,96
paitama,,,,124,9,17,98
panema,pihta,,,124,43,39,42
võtma,käsile,,,124,33,79,12
kasvatama,üles,,,123,40,40,43
pilama,,,,123,5,5,113
risustama,,,,123,8,14,101
uurima,välja,,,123,52,44,27
ehmatama,ära,,,122,44,53,25
keelitama,,,,122,17,13,92
kitsendama,,,,122,5,12,105
maksma,kokku,,,122,18,43,61
muigama,,,,122,19,56,47
painutama,,,,122,24,22,76
pealkirjastama,,,,122,15,83,24
rekonstrueerima,,,,122,14,60,48
sihvama,,x,,122,65,35,22
teadma,ette,,,122,8,9,105
uuristama,,,,122,19,33,70
viskama,alla,,,122,21,61,40
õiendama,,,,122,38,40,44
õngitsema,,,,122,11,71,40
embama,,,,121,14,6,101
hoidma,lahti,,,121,42,34,45
loobuma,,,,121,13,42,66
majandama,,,,121,15,26,80
poolitama,,,,121,21,48,52
siunama,,,,121,8,8,105
valima,tagasi,,,121,63,39,19
õhkima,,,,121,28,48,45
evakueerima,,,,120,46,34,40
hoogustama,,,,120,7,7,106
kaifima,,,,120,13,11,96
mässima,,,,120,35,42,43
ostma,juurde,,,120,18,19,83
pidama,heaks,,,120,3,10,107
ringlema,,,,120,15,19,86
suusatama,,,x,120,24,34,62
trükkima,ära,,,120,34,62,24
tõmbama,kinni,,,120,34,74,12
vaatama,otsa,,,120,48,50,22
jamama,,,x,119,61,32,26
kysima,,,,119,47,32,40
lasuma,,x,,119,33,36,50
lippama,,,,119,31,44,44
lollitama,,,,119,11,14,94
lööma,kinni,,,119,29,68,22
rebima,välja,,,119,32,41,46
saabuma,,x,,119,4,21,94
sünteesima,,,,119,15,31,73
heastama,,,,118,26,57,35
identifitseerima,,,,118,23,44,51
kammima,,,,118,25,20,73
legaliseerima,,,,118,29,62,27
loputama,,,,118,31,18,69
murendama,,,,118,11,17,90
piiluma,,,,118,5,8,105
pretendeerima,,,,118,23,60,35
tegema,koos,,,118,16,47,55
tõrjuma,eemale,,,118,36,27,55
vilksatama,,x,,118,20,24,74
ehitama,ümber,,,117,30,54,33
rebestama,,,,117,14,33,70
tarvitsema,,,,117,26,14,77
tegema,juurde,,,117,22,17,78
vanduma,,,,117,20,24,73
dokumenteerima,,,,116,8,22,86
integreerima,,,,116,23,36,57
katma,ära,,,116,31,54,31
kirjastama,,,,116,22,33,61
küsitama,,x,,116,0,17,99
mahtuma,,x,,116,3,18,95
monteerima,,,,116,19,45,52
sittuma,,,,116,47,23,46
toppima,täis,,,116,22,19,75
tundma,kaasa,,x,116,61,42,13
algama,,x,,115,9,29,77
jätma,lahti,,,115,43,61,11
lahustama,,,,115,28,30,57
materdama,,,,115,11,15,89
peksma,puruks,,,115,40,37,38
äratama,üles,,,115,47,47,21
ajastama,,,,114,16,74,24
häälestama,,,,114,23,31,60
kangutama,,,,114,13,25,76
kattuma,,x,,114,32,46,36
koukima,,,,114,12,67,35
nõudma,sisse,,,114,37,40,37
paiskama,välja,,,114,15,50,49
tarima,,,,114,21,39,54
vinnama,,,,114,22,61,31
anduma,,x,,113,26,37,50
jätma,järele,,,113,35,46,32
kauplema,välja,,,113,27,50,36
pilkama,,,,113,4,6,103
tegema,peale,,,113,32,43,38
teravdama,,,,113,7,13,93
tihendama,,,,113,13,19,81
veenduma,,x,,113,20,52,41
õhkama,,,,113,10,28,75
dubleerima,,,,112,13,13,86
harutama,lahti,,,112,28,46,38
panema,täis,,,112,28,27,57
tõrjuma,kõrvale,,,112,46,42,24
elama,välja,,,111,16,19,76
klaarima,,,,111,20,28,63
kultiveerima,,,,111,8,10,93
lekkima,,,x,111,15,24,72
liikuma,,x,,111,12,20,79
maitsestama,,,,111,34,25,52
manustama,,,,111,8,19,84
näpistama,,,,111,17,18,76
osalema,,x,,111,9,44,58
pöörduma,,x,,111,9,48,54
ajama,püsti,,,110,41,43,26
interpreteerima,,,,110,3,8,99
lappima,,,,110,25,23,62
needma,,,,110,13,19,78
pagema,,x,,110,27,44,39
palistama,,,,110,23,10,77
pesitsema,,x,,110,25,19,66
pimestama,,,,110,13,26,71
sütitama,,,,110,18,31,61
tegema,ette,,,110,26,42,42
kiskuma,maha,,,109,35,44,30
kloppima,,,,109,36,24,49
limpsima,,,,109,13,17,79
mekkima,,,,109,8,13,88
tegema,järele,,,109,22,15,72
tõrjuma,tagasi,,,109,35,36,38
viipama,,,,109,25,50,34
haakuma,,x,,108,18,57,33
hakkima,,,,108,20,26,62
jootma,,,,108,21,23,64
lõikuma,,,,108,12,24,72
lükkama,eemale,,,108,27,59,22
põrkuma,,x,,108,22,34,52
takerduma,,x,,108,14,41,53
treima,,,,108,18,19,71
alistuma,,x,,107,31,61,15
hääldama,,,,107,39,27,41
jätma,sisse,,,107,26,60,21
komistama,,,,107,11,80,16
kuulma,ära,,,107,54,35,18
lööma,puruks,,,107,23,63,21
mustama,,,,107,18,10,79
