"value","semantic_type_code"
tootlus,omadus_kval
tootlus,abstr
originaaldokument,ese_semio
originaaldokument,ese_semio
kartulivähk,seisund_haigus
öökapp,ese_instru
öökapp,ese
erakond,in_roll
partei,in_roll
partei,in_roll
eesõigus,abstr
eesõigus,abstr/konkr_omadus
eesõigus,abstr/konkr
eelisostuõigus,abstr/konkr
kohtutäitur,in_elukutse
Kilksama,koht_geogr
kohtukõne,tegevus_kõnetegu
kohtukõne,sündmus
kohtuotsus,tegevus_kõnetegu
eraldis,objekt
eraldis,ese_raha
psühhiaater,in_elukutse
vorstitoode,toit
teistmine,abstr/konkr
aumärk,ese_semio
aumärk,ese
rasv,materjal/aine
rasv,materjal/aine
rasv,materjal/aine
rasv,kehaosa
erikorraldus,tegevus_kõnetegu
erikorraldus,ese_semio
jäämurdja,koht_hoone
jäämurdja,ese_instru
erikohus,koht_asutus
Ivanovo-Voznessensk,koht_geogr
Jaapan,koht_geogr
Ukraina,koht_geogr
mängukoht,koht
mängukoht,koht
mängukoht,koht
navigatsioon,vald
navigatsioon,tegevus
navigatsioon,tegevus
navigatsioon,tegevus
navigatsioon,abstr/konkr
esindusorgan,koht_asutus
esindusorgan,inimene
lähimuspõhimõte,tegevus
tootja,taim_omadus
tootja,organism
tootja,koht_asutus
tootja,in_tegija
esitajaaktsia,ese_semio
esitajaaktsia,ese_raha
lahustusvõime,omadus_füüs
rataskaar,tegevus
siseveed,nähtus_loodus
reguleerima,VERB_tegevus
reguleerima,VERB_tegevus
energiaühik,esitus_mõõt
seadusandlus,tegevus
seadusandlus,ese_semio
mahuühik,esitus_mõõt
fondiemissioon,tegevus
kutse-eetika,abstr/konkr
usutama,VERB_suhtlus
usutama,VERB_psühh_mõistus
usutama,VERB_psühh
usutama,VERB_suhtlus
Štšeglovsk,koht_geogr
põlevaine,materjal/aine
kreekakatoliku kirik,abstr/konkr
puistang,koht
liitumine,tegevus_muutus
lõdvik,ese_instru
ühinemine,tegevus_muutus
karistatus,seisund
Hlõnov,koht_geogr
kaaliumpermanganaat,materjal/aine
vabakogudus,inimene
hammaslatt,ese
üles kutsuma,VERB_psühh
säte,ese_semio
säte,esitus_info
säte,abstr/konkr
laevaavarii,sündmus
soolhape,materjal/aine
soolhape,materjal/aine
vesinikkloriidhape,materjal/aine
hoolekanne,vald
honorar,ese_raha
honorar,ese_raha
merekala,loom_kala
rihmaratas,ese_instru
mereannid,toit
mereannid,loom
transpordifirma,koht_asutus
profiil,omadus_kval
profiil,omadus_füüs
pseudoefedriin,materjal/aine
eliitseeme,materjal/aine
etanool,materjal/aine
valimissedel,ese_semio
avalik sektor,koht_asutus
avalik sektor,inimene
avalik sektor,abstr/konkr
valitsussektor,koht_asutus
hõimlane,in_rahvas
hõimlane,in_sugulane
häälteenamus,seisund
lihtjahu,toit
kohtuorgan,koht_asutus
kohtuorgan,in_roll
otsekiirgus,nähtus_loodus
otsekiirgus,nähtus_füüs
külviseeme,toit_vili
aiakultuur,abstr/konkr
aiakultuur,taim_liik
aiakultuur,taim
võit,nähtus
võit,tegevus
võit,ese_raha
võit,ese
võit,abstr/konkr
võit,sündmus
võit,sündmus
sekundaarkiirgus,nähtus_füüs
miinimumhind,esitus_mõõt
inimsõbralik,omadus_kval
inimsõbralik,omadus_kval
elukvaliteet,seisund
inspektsioon,tegevus
inspektsioon,koht_asutus
keps,ese_instru
keps,ese_instru
leke,nähtus
leke,nähtus_füüs
sinnapoole,koht_suund/asend
sinnapoole,abstr
sinnapoole,abstr
sinnapoole,koht_suund/asend
turusolkija,in_tegija
küülikuliha,toit
kiirguskaitse,tegevus
kiirguskaitse,abstr/konkr
kliimaolud,abstr/konkr
peldik,koht_hoone
peldik,koht
seemnepõld,koht_ala
pluperfekt,esitus_keel
mullastikuolud,abstr/konkr
ik,esitus
isikukood,esitus
algmaterjal,abstr/konkr
jada,abstr/konkr
jada,koht_ala
jada,abstr/konkr
maakirik,koht_hoone
idandama,VERB_tegevus
idandama,VERB_muutust põhjustama
kasvupind,koht_ala
veterinaaria,vald
loomaarstiteadus,vald
õlu,toit_jook
õlu,toit
mullafrees,ese_instru
enesevigastamine,tegevus
kuriteoteade,esitus_info
farmaatsia,vald
kapitaliliising,ese_raha
kapitaliliising,abstr/konkr
töövõtja,inimene
mesikas,taim
juhataja,in_elukutse
juhataja,esitus
juhataja,in_roll
sädelevalt,ADV_viis
meresõiduohutus,omadus_kval
vandeadvokaat,in_elukutse
talaar,ese_riie
korduseksam,tegevus_tegu
siitkandi,omadus_kval
õigusteadlane,in_elukutse
jõusööt,toit
jurist,in_elukutse
varuväljapääs,abstr/konkr
justiitsminister,in_elukutse
Liechtenstein,koht_geogr
jalatugi,ese_instru
määrus,ese_semio
määrus,ese_semio
määrus,esitus_keel
kütteturvas,materjal/aine
näivtakistus,konkr
euroala,koht_ala
kasutustasu,ese_raha
kasutustasu,abstr/konkr
liiklusohutus,seisund
eurotsoon,koht_ala
seisupidur,ese_instru
leppetrahv,ese_raha
kulden,ese_raha
kulden,ese_raha
kulden,ese_raha
skreeper,ese_instru
skreeper,ese_instru
kaitseministeerium,koht_asutus
kaitseminister,in_elukutse
skreipi,seisund_haigus
alusharidus,abstr
teehöövel,ese_instru
greider,ese_instru
isemajandamine,tegevus
navigatsioonisüsteem,ese_instru
kaitsetööstus,vald
katseaeg,aeg
katseaeg,aeg
amputatsioon,tegevus_tegu
haakeseadis,ese_instru
vereseerum,materjal/aine
kaitseväeteenistus,tegevus
kaitseväeteenistus,seisund
kaitseväeteenistus,tegevus
kaitseväeteenistus,seisund
sõjaväeteenistus,tegevus
sõjaväeteenistus,seisund
sõjaväeteenistus,tegevus
sõjaväeteenistus,seisund
jäätmevedu,vald
kardaanvõll,ese_instru
tulekustuti,ese_instru
propellerlennuk,ese_instru
draamakirjandus,ese_kunst
kalendripäev,aeg
tapamaja,koht_hoone
tapamaja,koht_asutus
kandidaat,in_omadus
kandidaat,esitus_tiitel
kandidaat,in_omadus
kandidaat,esitus_tiitel
kandidaat,in_omadus
faktooring,tegevus_tegu
kassapidaja,in_elukutse
pärima,VERB_suhtlus
pärima,VERB_abstr
pärima,VERB_abstr
pärima,VERB_abstr
pärima,VERB_abstr
keeld,tegevus_kõnetegu
kodanikukohus,abstr/konkr
kartoteek,abstr/konkr
katlakütja,in_elukutse
keeleseadus,ese_semio
kW,esitus_mõõt
katkemine,tegevus_muutus
katastroof,sündmus
katastroof,sündmus
kuivikleib,toit
näkileib,toit
karistusregister,ese_semio
käginal,ADV_viis
käginal,ADV_viis
paigaldis,ese_instru
ütlema,esitus_keel_suhtlus
ütlema,VERB_suhtlus
ütlema,ADV_modaalsus
ütlema,ADV_modaalsus
ütlema,VERB_tegevus
ütlema,VERB_suhtlus
ütlema,VERB_psühh_emots
ütlema,VERB_suhtlus
tuletistehing,tegevus_tegu
tuletistehing,ese_raha
kõneosavus,omadus_kval
kitsendus,abstr/konkr
külmtöötlemine,tegevus_muutus
külmtöötlemine,tegevus_muutus
kodanikukaitse,tegevus
kodanikukaitse,abstr/konkr
ära sa ütle!,esitus_keel_suhtlus
kultuuriministeerium,koht_asutus
kuriteokoosseis,vald
stiilimõra,esitus_keel
väljakirjutus,ese_semio
väljakirjutus,ese_semio
manukas,in_roll
funktsioonihäire,seisund_haigus
ülesvõte,esitus_kujutis
ülesvõte,ese_semio
ülesvõte,ese_kunst
kvadrooberlus,nähtus_psühh
kontsern,abstr
sotsiaalkaitse,tegevus
sotsiaalkaitse,abstr/konkr
koormis,ese_instru
koormis,ese_raha
koormis,ese_raha
koormis,abstr/konkr
töökoormus,abstr
laiskus,abstr/konkr
kriminaaltoimik,ese_semio
maanteeliiklus,tegevus
vahuvein,toit_jook
vahialune,in_roll
präänik,toit
präänik,abstr/konkr
vahistatu,in_roll
diapositiiv,ese_semio
diapositiiv,ese_kunst
välja tulema,VERB_abstr
välja tulema,VERB_abstr
välja tulema,VERB_abstr
välja tulema,VERB_muutus
välja tulema,VERB_toimuma
välja tulema,VERB_toimuma
välja tulema,VERB_abstr
välja tulema,VERB_toimuma
välja tulema,VERB_liikuma
välja tulema,VERB_psühh_mõistus
välja tulema,VERB_nähtus
soojusjuhtivus,nähtus_füüs
kiirusepiirik,ese_instru
sponsorlus,tegevus
sponsorlus,seisund
klaaskeraamika,materjal/aine
klaaskeraamika,ese_instru
klaaskeraamika,abstr/konkr
kiiruspiirik,ese_instru
oksüdatsioon,nähtus_füüs
vesiemulsioon,nähtus_füüs
vinku,toit
nõrgamõistuslik,omadus_kval
mõistuslik,omadus_psühh
mõistuslik,omadus_psühh
meisel,ese_instru
fraktsioon,materjal/aine
fraktsioon,materjal/aine
fraktsioon,koht_asutus
fraktsioon,koht_asutus
solidus,ese_raha
sepatorn,ese_instru
massiarv,esitus_arv
aatommass,esitus_mõõt
lõiketera,ese_instru
algkapital,ese_raha
episootia,seisund_haigus
bluuming,ese_instru
küüpvärvaine,materjal/aine
pakk,taim
pakk,materjal/aine
pakk,ese
kiniin,materjal/aine
alter ego,nähtus_psühh
uurimisgrupp,in_roll
uurimisgrupp,in_roll
materjaliteadus,vald
külmpressimine,tegevus
tambits,ese_instru
erakla,koht_asutus
erakla,koht_hoone
lahus,materjal/aine
teemantpliiats,ese_instru
läbipuhumine,tegevus
läbipuhumine,tegevus
pikipragu,koht
nurkliide,koht_ala
nurkliide,ese_instru
alumiiniumisulam,materjal/aine
kristallivõre,omadus_füüs
toorlubi,materjal/aine
pruunrauakivi,materjal/aine
pruunrauamaak,materjal/aine
keermestus,tegevus
galvanoplastika,tegevus
protektsionistlik,omadus_abstr
ülaosa,objekt
telegramm,ese_semio
kaabits,ese_instru
kaabits,ese_instru
täppispink,ese_instru
püsthöövelpink,ese_instru
kõvasulam,materjal/aine
navigaator,in_roll
navigaator,ese_instru
treilaast,materjal/aine
märkenõel,ese_instru
lubi,materjal/aine
tõmbetugevus,omadus_füüs
puhur,ese_instru
merejõud,in_elukutse
merejõud,grupp
merevägi,koht_asutus
merevägi,in_roll
treipink,ese_instru
valutöökoda,koht_asutus
teemanttera,ese_instru
eire,tegevus_kõnetegu
eire,nähtus_psühh
tinapronks,materjal/aine
pask,omadus_kval
pask,materjal/aine
pask,abstr/konkr_omadus
pask,materjal/aine
kraater,koht_loodus
metallurgia,vald
lõige,nähtus_füüs
lõige,esitus_kujutis
lõige,abstr
lõige,abstr
lõige,esitus_kujutis
lõige,ese_instru
lõige,tegevus_tegu
lõige,tegevus_tegu
lõige,esitus
lõige,abstr
sepakeevitus,tegevus
elektronkate,nähtus_loodus
merelennuvägi,koht_asutus
merelennuvägi,in_roll
jootekolb,ese_instru
individuaaltootmine,vald
individuaaltootmine,tegevus
krüoliit,materjal/aine
šahtahi,ese_instru
renn,koht_ala
nurgik,ese_instru
nurgik,ese_instru
töövõimetuspension,ese_raha
sisse piirama,VERB_tegevus
ümberkristalliseerumine,nähtus_füüs
räbusti,materjal/aine
räbusti,materjal/aine
mittepidevus,nähtus_füüs
allkomitee,in_roll
isetu,omadus_psühh
ahermaak,materjal/aine
aluniit,materjal/aine
juhtimisseade,ese_instru
kriitiline punkt,seisund
naatriumsilikaat,materjal/aine
teritus,tegevus
teritus,seisund
kirjaproov,ese_semio
kirjaproov,tegevus_tegu
toormalm,materjal/aine
jälitustegevus,tegevus
tütarühing,koht_asutus
tütarettevõte,koht_asutus
tütarettevõte,abstr
keemispunkt,esitus_mõõt
hüdrovõimendi,ese_instru
nanostruktuur,abstr
kroon,taim
kroon,ese_kunst
kroon,nähtus_psühh
kroon,abstr/konkr_omadus
kroon,sündmus
kroon,ese_raha
kroon,taim
kroon,objekt_loodus
kroon,in_roll
kroon,esitus_kujutis
kroon,ese
kroon,kehaosa
kroon,ese_instru
permalloi,materjal/aine
rannasõit,tegevus
kultuurautonoomia,abstr/konkr
poleerpasta,materjal/aine
punarabedus,omadus_füüs
täide,tegevus
täide,materjal/aine
abrasiivlõikeriist,ese_instru
pürofoorsus,omadus_füüs
puuder,materjal/aine
puuder,materjal/aine
kultuuriminister,in_elukutse
plastsus,omadus_füüs
puusüsi,materjal/aine
rannalähedane,omadus_koht
põletus,tegevus_muutus
põletus,tegevus
põletus,seisund_haigus
põletamine,tegevus
põletamine,tegevus_muutus
põletamine,tegevus
põletamine,tegevus
desintegraator,ese_instru
spiraalpuur,ese_instru
peenike sool,toit_maitseaine
sundravi,vald
kõrgahjuprotsess,tegevus
väärtsaadetis,ese
pulsar,nähtus_loodus
koostöörobot,ese_instru
kobot,ese_instru
elektriahi,ese_instru
WWW,abstr/konkr
ära,ADV_põhjus
ära,ADV_tulemus
ära,ADV_seisund
ära,ADV_tulemus
ära,ADV_tulemus
ära,ADV_tulemus
ära,ADV_koht
ära,ADV_seisund
ära,ADV_koht
generaatorigaas,materjal/aine
kaldasend,seisund
punktkeevitus,abstr/konkr
rahaline tervis,seisund
OM,sündmus
kuppelahi,ese_instru
konglomeraat,materjal/aine
konglomeraat,abstr/konkr
konglomeraat,koht_asutus
viil,ese_instru
viil,ese_instru
süüdistusakt,ese_semio
aatomnumber,esitus_arv
keevitatavus,omadus_füüs
kokill,ese_anum
kokill,ese_instru
kutse,nähtus_psühh
kutse,ese_semio
kutse,tegevus_kõnetegu
kutse,abstr/konkr
mündimetall,materjal/aine
heitgaas,materjal/aine
hulgitootmine,tegevus
hulgitootmine,abstr/konkr
magnetrauamaak,materjal/aine
Veliki Novgorod,koht_geogr
kalkosiin,materjal/aine
konstantaan,materjal/aine
pressvorm,ese_instru
toitur,ese_instru
järgima,VERB_tegevus
tuumakatsetus,tegevus_tegu
üksleht,ese_semio
tuumakatastroof,sündmus
soojuspaisumine,nähtus_füüs
andeks andma,VERB_tegevus
andeks andma,VERB_psühh
titaan,materjal/aine
staažiosak,abstr
praak,abstr/konkr
praak,abstr/konkr
praak,konkr_omadus
redutseerija,materjal/aine
lähine,omadus_koht
haarats,ese_instru
kutseühing,koht_asutus
kutseühing,inimene
eksortsist,in_elukutse
ambivalentsus,nähtus_psühh
snepperlukk,ese_instru
mikrostruktuur,abstr/konkr
kauper,ese_instru
oksiid,materjal/aine
tsirkoon,materjal/aine
keermelõikur,ese_instru
Romanov-na-Murmani,koht_geogr
süsinik,materjal/aine
freespink,ese_instru
kaitsekiht,materjal/aine
kaitsekiht,konkr
mittemetall,materjal/aine
rebima,VERB_tegevus
rebima,VERB_tegevus
rebima,VERB_tegevus
rebima,VERB_tegevus
rebima,VERB_tegevus
rebima,VERB_tegevus
magnaalium,materjal/aine
pensionitaotlus,ese_semio
mikser,ese_instru
mikser,ese_instru
mikser,ese_instru
suhkrumais,taim
galeniit,materjal/aine
koit,nähtus_loodus
koit,aeg
Kipi,koht_geogr
invaliidsusgrupp,esitus_mõõt
polümorfism,nähtus_loodus
polümorfism,nähtus_füüs
polümorfism,nähtus_füüs
värviline kliiketendustõbi,seisund_haigus
valem,abstr/konkr
valem,esitus
valem,esitus
Tškalov,koht_geogr
tombak,materjal/aine
jääkpinge,nähtus_füüs
püriit,materjal/aine
karbonüül,materjal/aine
karbonüül,materjal/aine
gaaslõikamine,tegevus
toide,nähtus_füüs
toide,tegevus
toide,abstr
salaküttimine,tegevus
salaküttimine,nähtus
baasosa,abstr/konkr
lauavein,toit_jook
tõrv,materjal/aine
koksigaas,materjal/aine
parafiin,materjal/aine
ketassaag,ese_instru
niklisulam,materjal/aine
Vladimirovka,koht_geogr
kuivatusahi,ese_instru
piiskopikepp,ese
teenistuskoht,koht_ala
teenistuskoht,koht_ala
teenistuskoht,abstr
puurpink,ese_instru
puurpink,ese_instru
Vorošilovsk,koht_geogr
Tšitaa,koht_geogr
konverter,ese_instru
kiirustekast,ese_instru
veerevkoosseis,ese_instru
muuseum,koht_asutus
laagerdus,tegevus
laagerdus,seisund
põkkliide,koht
põkkliide,ese_instru
saagpink,ese_instru
metalliõpetus,vald
metalliteadus,vald
kergsulam,materjal/aine
tõukur,ese_instru
kupriit,materjal/aine
kamberahi,ese_instru
pooljuht,materjal/aine
metallkeraamika,tegevus
metallkeraamika,ese
pneumoajam,ese_instru
avanema,VERB_seisund
avanema,VERB_muutus
avanema,VERB_seisund
avanema,VERB_muutus
avanema,VERB_seisund
avanema,VERB_muutus
avanema,VERB_seisund
avanema,VERB_muutus
avanema,VERB_seisund
avanema,VERB_muutus
avanema,VERB_seisund
avanema,VERB_muutus
avanema,VERB_liikuma
avanema,VERB_seisund
avanema,VERB_muutus
kivim,nähtus_loodus
invar,materjal/aine
koostis,abstr
koostis,materjal/aine
süsinikteras,materjal/aine
võrgunõel,ese_instru
külmumispunkt,esitus_arv
toorvask,materjal/aine
sublimatsioon,nähtus_psühh
sublimatsioon,nähtus_füüs
sooraud,materjal/aine
protestija,in_tegija
difusioon,nähtus_füüs
kuulveski,ese_instru
plankur,ese_instru
babiit,materjal/aine
õgvendus,tegevus_tegu
õgvendus,tegevus_tegu
õgvendus,koht
sfaleriit,materjal/aine
panus,ese
panus,ese_raha
panus,abstr
kaarahi,ese_instru
abrasiivketas,ese_instru
lihvketas,ese_instru
sisselõige,tegevus_tegu
kollektor,koht_hoone
metallilõikepink,ese_instru
pitskruvi,ese_instru
kandma,VERB_psühh_emots
kandma,VERB_tegevus
kandma,VERB_seisund
kandma,VERB_seisund
kandma,VERB_seisund
kandma,VERB_muutust põhjustama
kandma,VERB_muutus
kandma,VERB_nähtus
kandma,VERB_tegevus
kandma,VERB_psühh
kandma,VERB_seisund
kandma,VERB_psühh
kandma,VERB_seisund
kandma,VERB_tegevus
kandma,VERB_muutus
kandma,VERB_suhtlus
kandma,VERB_seisund
kandma,VERB_liikuma/liigutama
nikeliin,materjal/aine
nikeliin,materjal/aine
tsenterpuur,ese_instru
keevisõmblus,koht_ala
seeriatootmine,tegevus
seljavalu,seisund_haigus
kärn,esitus_kujutis
kärn,ese_instru
märkel,ese_instru
tüvenumber,esitus_arv
tüvenumber,esitus_arv
hoki,tegevus_mäng
pürometallurgia,vald
denuntseerima,VERB_suhtlus
denuntseerima,VERB_psühh
tekstitelevisioon,tegevus
tekstitelevisioon,esitus_info
tekstitelevisioon,abstr
teletekst,tegevus
teletekst,esitus_info
teletekst,abstr
lihvpulber,materjal/aine
õng,tegevus
õng,ese_instru
õng,ese_instru
deformatsioon,VERB_muutus
deformatsioon,VERB_muutust põhjustama
dislokatsioon,seisund_haigus
dislokatsioon,nähtus_loodus
dislokatsioon,tegevus
dislokatsioon,seisund
šeever,ese_instru
spindlikast,ese_instru
karaat,esitus_mõõt
karaat,esitus_mõõt
kergmetall,materjal/aine
kodunt,koht
tahkis,materjal/aine
tahkis,ese
katsetus,esitus
katsetus,tegevus_tegu
kassiteriit,materjal/aine
toruahi,ese_instru
toruahi,ese_instru
vahetükk,ese_instru
vahetükk,ese
liigpingepiirik,ese_instru
hirmu nahka ajama,VERB_psühh
faasinihe,nähtus_füüs
õlivann,abstr/konkr
õlivann,tegevus
metsamaa,koht_ala
loendusandmed,esitus_info
mustmetall,materjal/aine
raudmetall,materjal/aine
piirik,ese_instru
abiaeg,aeg
kristallograafia,vald
abrasiivtöötlus,tegevus_tegu
hoon,ese_instru
lantsett,ese_instru
lantsett,ese_instru
lähike,omadus_koht
kesklinn,koht
suland,nähtus
rahvaarv,esitus_mõõt
joodis,materjal/aine
valumetall,materjal/aine
nikroom,materjal/aine
peenikene,omadus_kval
peenikene,omadus_kval
peenikene,omadus_psühh
peenikene,omadus_kval
peenikene,omadus_füüs
peenikene,ese_raha
peenikene,omadus_kval
peenikene,omadus_füüs
peenikene,omadus_füüs
peenikene,omadus_kval
peenikene,omadus_füüs
peenikene,omadus_füüs
magnesiit,materjal/aine
vagu,esitus_mõõt
vagu,koht_ala
vagu,koht_ala
vagu,koht_ala
vagu,koht_ala
ajanorm,aeg
hööveldus,tegevus
gaasisti,ese_instru
kinnitusklamber,ese_instru
kinniti,ese_instru
kinniti,materjal/aine
dissotsiatsioon,nähtus_loodus
dissotsiatsioon,nähtus_psühh
dissotsiatsioon,nähtus_füüs
vasarpea,loom_lind
piercing,tegevus_tegu
piercing,tegevus
augustamine,tegevus_tegu
augustamine,tegevus
peetripäev,aeg_tähtpäev
peetripäev,aeg_tähtpäev
elektron,materjal/aine
sedimentatsioon,materjal/aine
dispergant,materjal/aine
karnalliit,materjal/aine
marjaaed,koht_ala
viljapuuaed,koht_ala
põletusahi,ese_instru
puukool,koht_asutus
puukool,koht_ala
auruvasar,ese_instru
kristallisaator,materjal/aine
kastmõrd,ese_instru
titaandioksiid,materjal/aine
nominaalpinge,esitus_mõõt
metsatee,koht_ala
lihvpink,ese_instru
väärtpaberiportfell,abstr/konkr
ilmeniit,materjal/aine
toksiin,materjal/aine
sitkus,omadus_abstr
sitall,materjal/aine
lõikekiirus,esitus_mõõt
primm,esitus_kujutis
elektronpilv,nähtus_füüs
induktsioonahi,ese_instru
savi,materjal/aine
pöördlaud,ese_instru
hoon,omadus
kasvutingimused,abstr/konkr
puuliik,taim_liik
fosfor,materjal/aine
raudmeteoriit,objekt_loodus
metalloid,materjal/aine
poolmetall,materjal/aine
nanotehnoloogia,vald
kuusik,taim
kuusik,koht_loodus
elavhõbe,materjal/aine
elavhõbe,abstr/konkr
järglaskond,loom
mikroanalüüs,tegevus_tegu
mikroanalüüs,tegevus_tegu
mullastik,materjal/aine
uuendusraie,tegevus
säilikpuu,taim
lõikeriist,ese_instru
laminaat,materjal/aine
laminaat,ese_instru
ääremõrd,ese_instru
lõikur,ese_instru
paatina,materjal/aine
paatina,materjal/aine
koondamistasu,ese_raha
titaanoksiid,materjal/aine
valikraie,tegevus
tatar,toit_vili
tatar,taim
teramais,taim
koobaltisulam,materjal/aine
sanitaarraie,tegevus
rinnaspindala,esitus_mõõt
puhtmännik,koht_ala
väetamine,tegevus
ülarinne,taim
ülarinne,grupp
metallikvärv,omadus_füüs_värv
metallikvärv,materjal/aine
kuld,in_omadus
kuld,abstr/konkr_omadus
kuld,abstr/konkr_omadus
kuld,ese
kuld,abstr_asend/suund
kuld,ese_instru
kuld,materjal/aine
kuld,materjal/aine
isomeer,materjal/aine
termoplast,materjal/aine
monomeer,materjal/aine
polümeer,materjal/aine
metsataimla,koht_ala
vilgukivi,materjal/aine
ongström,esitus_mõõt
tuulemurd,objekt_loodus
tuulemurd,nähtus_loodus
tuuleheide,objekt_loodus
tuuleheide,nähtus_loodus
anood,nähtus_füüs
ferromagnetism,nähtus_füüs
tsenter,in_elukutse
tsenter,koht
plenaaristung,sündmus
saagikus,omadus_kval
sanitaarkaitse,tegevus
sanitaarkaitse,abstr/konkr
ilutaim,taim_liik
boor,materjal/aine
juhik,ese_instru
andmesidevõrk,ese_instru
kuumuskindlus,omadus_füüs
kasemahl,toit_jook
sisehõõrdumine,nähtus_füüs
hõõrdumine,nähtus_füüs
erikaal,omadus_psühh
erikaal,omadus_füüs
kihistumine,nähtus
kaanehind,esitus_mõõt
antimoniit,materjal/aine
taru,koht_hoone
põud,seisund
põud,seisund_füüs
põud,nähtus_loodus
UTC,esitus_mõõt
UTC,aeg
deaktiveerimine,tegevus
inkubatsiooniperiood,aeg
inkubatsiooniperiood,seisund_haigus
inkubatsiooniperiood,aeg
krunt,materjal/aine
krunt,koht_ala
kruntvärv,materjal/aine
müra,nähtus_füüs
müra,nähtus
müra,nähtus_füüs
arseen,materjal/aine
tulundusmets,taim
kontrollkatse,tegevus_tegu
piiranguvöönd,koht_ala
vääriselupaik,koht_ala
elektritakistus,esitus_mõõt
looala,koht_loodus
looala,koht_ala
metalliline,omadus_füüs
mikropragu,koht
unts,esitus_mõõt
unts,esitus_mõõt
metsamaterjal,materjal/aine
vermikuliit,materjal/aine
saeketas,ese_instru
kaja,ese_semio
kaja,nähtus_füüs
puidutööstus,koht_asutus
puidutööstus,vald
isolatsioonimaterjal,abstr/konkr
lünett,koht_hoone
lünett,ese_instru
kullakang,materjal/aine
makroskoopiline,omadus_füüs
nurkraud,materjal/aine
kupong,materjal/aine
kupong,ese_semio
müratu,omadus_füüs
vanametall,materjal/aine
diamagnetism,nähtus_füüs
kogur,ese_instru
erametsandus,vald
erametsandus,tegevus
jäätmaa,koht_ala
elektrood,materjal/aine
perliit,materjal/aine
Réaumuri skaala,abstr/konkr
krokodillinahk,materjal/aine
fluorestsents,nähtus_füüs
eriomadus,omadus
protseduur,abstr/konkr
protseduur,abstr/konkr
tulundustegevus,vald
tulundustegevus,tegevus
siire,tegevus
siire,tegevus
siire,ese_raha
siire,tegevus
siire,nähtus
