,word,government,verb_word,compound_prt1,compound_prt2,compound_prt3,government_with_case,case,adp,verb,other
461,järele kiitma,kellele/millele,kiitma,järele,,,all,all,,,
462,järele minema,kellele/millele,minema,järele,,,all,all,,,
463,järele mõtlema,mille üle,mõtlema,järele,,,gen üle,gen,üle,,
464,järele tulema,kellele/millele,tulema,järele,,,all,all,,,
465,järele vaatama,kellele/millele,vaatama,järele,,,all,all,,,
466,järele vahtima,kellele/millele,vahtima,järele,,,all,all,,,
467,järgi jõudma,kellele/millele,jõudma,järgi,,,all,all,,,
468,järgi minema,kellele/millele,minema,järgi,,,all,all,,,
469,järgi tulema,kellele/millele,tulema,järgi,,,all,all,,,
470,järgima,mida*,järgima,,,,part,part,,,
471,järgnema,millele,järgnema,,,,all,all,,,
472,jätkama,mida*,jätkama,,,,part,part,,,
473,jätma,mida tegemata,jätma,,,,part tegemata,part,,tegemata,
474,jätma,mida tegema,jätma,,,,part tegema,part,,tegema,
475,jätma,kuhu,jätma,,,,all,all,,,
476,jääma,kelle juurde,jääma,,,,gen juurde,gen,juurde,,
477,jääma,kelleks,jääma,,,,tr,tr,,,
478,jääma,mida tegema,jääma,,,,part tegema,part,,tegema,
479,jääma,mida tegemata,jääma,,,,part tegemata,part,,tegemata,
480,jääma,kuhu,jääma,,,,all,all,,,
481,jõudma,kuhu,jõudma,,,,all,all,,,
482,jõudma,mida teha,jõudma,,,,part teha,part,,teha,
483,jõuga üle sõitma,kellest,sõitma,jõuga,üle,,el,el,,,
484,kaalule panema,mida,panema,kaalule,,,part,part,,,
485,kaaluma,mida*,kaaluma,,,,part,part,,,
486,kaasa aitama,millele,aitama,kaasa,,,all,all,,,
487,kaasa elama,kellele/millele,elama,kaasa,,,all,all,,,
488,kaasa kiitma,kellele/millele,kiitma,kaasa,,,all,all,,,
489,kaasa minema,kellega/millega,minema,kaasa,,,kom,kom,,,
490,kaasa määgima,kellega,määgima,kaasa,,,kom,kom,,,
491,kaasa määgima,kellele,määgima,kaasa,,,all,all,,,
492,kaasa sõitma,kellega,sõitma,kaasa,,,kom,kom,,,
493,kaasa tundma,kellele,tundma,kaasa,,,all,all,,,
494,kaasama,keda,kaasama,,,,part,part,,,
495,kaasama,millesse,kaasama,,,,ill,ill,,,
496,kaasas kandma,mida*,kandma,kaasas,,,part,part,,,
497,kaasas käima,millega,käima,kaasas,,,kom,kom,,,
498,kaaslema,kellega/millega,kaaslema,,,,kom,kom,,,
499,kaasnema,millega,kaasnema,,,,kom,kom,,,
500,kaasuma,millega,kaasuma,,,,kom,kom,,,
501,kaasuma,millele,kaasuma,,,,all,all,,,
502,kadestama,keda/mida*,kadestama,,,,part,part,,,
503,kadetsema,keda/mida*,kadetsema,,,,part,part,,,
504,kaebama,kuhu,kaebama,,,,all,all,,,
505,kaebama,mida*,kaebama,,,,part,part,,,
506,kaebama,et,kaebama,,,,et,,,,et
507,kaebama,kelle,kaebama,,,,gen,gen,,,
508,kaebama,kelle peale,kaebama,,,,gen peale,gen,peale,,
509,kaebama,mille üle,kaebama,,,,gen üle,gen,üle,,
510,kaeblema,mille üle,kaeblema,,,,gen üle,gen,üle,,
511,kaela langema,kellele,langema,kaela,,,all,all,,,
512,kaela määrima,kellele,määrima,kaela,,,all,all,,,
513,kaelakiike tegema,kellele,tegema,kaelakiike,,,all,all,,,
514,kaelast ära saama,keda/mida,saama,kaelast,ära,,part,part,,,
515,kaevuma,millesse,kaevuma,,,,ill,ill,,,
516,kaevuma,kuhu,kaevuma,,,,all,all,,,
517,kahandama,mida*,kahandama,,,,part,part,,,
518,kahetsema,keda*,kahetsema,,,,part,part,,,
519,kahetsema,et,kahetsema,,,,et,,,,et
520,kahju tekitama,millele/kellele,tekitama,kahju,,,all,all,,,
521,kahjustama,keda/mida*,kahjustama,,,,part,part,,,
522,kahtlema,kas,kahtlema,,,,kas,,,,kas
523,kahtlema,milles,kahtlema,,,,in,in,,,
524,kahtlustama,keda/mida*,kahtlustama,,,,part,part,,,
525,kahtlustama,et,kahtlustama,,,,et,,,,et
526,kaitse,mille vastu,,kaitse,,,gen vastu,gen,vastu,,
527,kaitse,mille eest,,kaitse,,,gen eest,gen,eest,,
528,kaitsepookima,mille vastu,,kaitsepookima,,,gen vastu,gen,vastu,,
529,kaitsesüstima,mille vastu,kaitsesüstima,,,,gen vastu,gen,vastu,,
530,kaitsma,keda/mida*,kaitsma,,,,part,part,,,
531,kaitsma,mille eest,kaitsma,,,,gen eest,gen,eest,,
532,kajastama,mida*,kajastama,,,,part,part,,,
533,kaklema,kelle/mille pärast,kaklema,,,,gen pärast,gen,pärast,,
534,kaklema,kellega,kaklema,,,,kom,kom,,,
535,kalduma,millele,kalduma,,,,all,all,,,
536,kalduma,mida tegema,kalduma,,,,part tegema,part,,tegema,
537,kallale tungima,kellele,tungima,kallale,,,all,all,,,
538,kalliks maksma minema,kellele,minema,kalliks,maksma,,all,all,,,
539,kallistama,keda*,kallistama,,,,part,part,,,
540,kamandama,keda*,kamandama,,,,part,part,,,
541,kammitsema,keda/mida*,kammitsema,,,,part,part,,,
542,kana kitkuma,kellega,kitkuma,kana,,,kom,kom,,,
543,kanaliseerima,millesse,kanaliseerima,,,,ill,ill,,,
544,kanda kinnitama,kus,kinnitama,kanda,,,ad,ad,,,
545,kandadele astuma,kellele,astuma,kandadele,,,all,all,,,
546,kandideerima,kelleks,kandideerima,,,,tr,tr,,,
547,kandu näitama,kellele,näitama,kandu,,,all,all,,,
548,kanduma,kuhu,kanduma,,,,all,all,,,
549,kangestuma,millest,kangestuma,,,,el,el,,,
550,kanna peale astuma,kellele,astuma,kanna,peale,,all,all,,,
551,kannatama,kelle/mille pärast / kelle/mille tõttu,kannatama,,,,gen pärast,gen,pärast,,
552,kannatama,mida*,kannatama,,,,part,part,,,
553,kannatama,mille käes,kannatama,,,,gen käes,gen,käes,,
554,kannatama,mille tõttu,kannatama,,,,gen tõttu,gen,tõttu,,
555,kannuseid teenima,kelle ees,teenima,kannuseid,,,gen ees,gen,ees,,
556,kannustama,keda*,kannustama,,,,part,part,,,
557,kardama,millega,,kardama,,,kom,kom,,,
558,karistama,millega,karistama,,,,kom,kom,,,
559,karistama,mille eest,karistama,,,,gen eest,gen,eest,,
560,karistama,keda*,karistama,,,,part,part,,,
561,karjuma,kelle peale,karjuma,,,,gen peale,gen,peale,,
562,kartma,et,kartma,,,,et,,,,et
563,kartma,mida*,kartma,,,,part,part,,,
564,kartma,mida teha,kartma,,,,part teha,part,,teha,
565,kassi ja hiirt mängima,kellega/millega,mängima,kassi,ja,hiirt,kom,kom,,,
566,kastaneid tulest välja tooma,kellele,tooma,kastaneid,tulest,välja,all,all,,,
567,kastaneid tulest välja tooma,kelle jaoks,tooma,kastaneid,tulest,välja,gen jaoks,gen,jaoks,,
568,kasutama,mida*,kasutama,,,,part,part,,,
569,kasvama,millesse,kasvama,,,,ill,ill,,,
570,kasvatama,keda*,kasvatama,,,,part,part,,,
571,katkema,mille tõttu,katkema,,,,gen tõttu,gen,tõttu,,
572,katkestama,millega,katkestama,,,,kom,kom,,,
573,katkestama,mille tõttu,katkestama,,,,gen tõttu,gen,tõttu,,
574,katma,millega,katma,,,,kom,kom,,,
575,katsetama,mida*,katsetama,,,,part,part,,,
576,katsuma,mida*,katsuma,,,,part,part,,,
577,katsuma,mida teha,katsuma,,,,part teha,part,,teha,
578,kaunistama,millega,kaunistama,,,,kom,kom,,,
579,kauplema,millega,kauplema,,,,kom,kom,,,
580,kavas olema,mida teha,olema,kavas,,,part teha,part,,teha,
581,kavatsema,mida teha,kavatsema,,,,part teha,part,,teha,
582,keelduma,millest,keelduma,,,,el,el,,,
583,keelduma,mida tegemast,keelduma,,,,part tegemast,part,,tegemast,
584,keelitama,mida tegema,keelitama,,,,part tegema,part,,tegema,
585,keelitama,keda*,keelitama,,,,part,part,,,
586,keelt kandma,kelle peale,kandma,keelt,,,gen peale,gen,peale,,
587,keelt limpsama,kelle/mille järele,limpsama,keelt,,,gen järele,gen,järele,,
588,keelt teritama,kelle/mille kallal,teritama,keelt,,,gen kallal,gen,kallal,,
589,keerises,mille,,keerises,,,gen,gen,,,
590,keerlema,kelle/mille ümber,keerlema,,,,gen ümber,gen,ümber,,
591,kehtestama,millal,kehtestama,,,,millal,,,,millal
592,kehtestama,mida,kehtestama,,,,part,part,,,
593,kehtima,kelle/mille kohta,kehtima,,,,gen kohta,gen,kohta,,
594,kehtima,mis ajast,kehtima,,,,nom ajast,nom,ajast,,
595,kehtima panema,mida,panema,kehtima,,,part,part,,,
596,kelkima,millega,kelkima,,,,kom,kom,,,
597,kelkima,kelle ees,kelkima,,,,gen ees,gen,ees,,
598,keppima,keda*,keppima,,,,part,part,,,
599,kere peale andma,kellele,andma,kere,peale,,all,all,,,
600,keret kuumaks kütma,kellel,kütma,keret,kuumaks,,ad,ad,,,
601,keret täis sõimama,kellel,sõimama,keret,täis,,ad,ad,,,
602,keskendama,millele,keskendama,,,,all,all,,,
603,keskenduma,millele,keskenduma,,,,all,all,,,
604,kestma,kui kaua,kestma,,,,kui kaua,,,,kui;kaua
605,kibe käsi olema,milles,olema,kibe,käsi,,in,in,,,
606,kihla vedama,kellega,vedama,kihla,,,kom,kom,,,
607,kihla vedama,mille peale,vedama,kihla,,,gen peale,gen,peale,,
608,kihluma,kellega,kihluma,,,,kom,kom,,,
609,kihva keerama,mida,keerama,kihva,,,part,part,,,
610,kiilu lööma,kelle vahele,lööma,kiilu,,,gen vahele,gen,vahele,,
611,kiilu lööma,millesse,lööma,kiilu,,,ill,ill,,,
612,kiinduma,kellesse/millesse,kiinduma,,,,ill,ill,,,
613,kiirendama,mida*,kiirendama,,,,part,part,,,
614,kiirguma,millesse,kiirguma,,,,ill,ill,,,
615,kiirustama,kuhu,kiirustama,,,,all,all,,,
616,kiitlema,millega,kiitlema,,,,kom,kom,,,
617,kiitlema,kelle ees,kiitlema,,,,gen ees,gen,ees,,
618,kiitma,mille eest,kiitma,,,,gen eest,gen,eest,,
619,kiitma,keda/mida*,kiitma,,,,part,part,,,
620,kilbile tõstma,keda/mida,tõstma,kilbile,,,part,part,,,
621,kilistama,mida*,kilistama,,,,part,part,,,
622,kilistama,millega,kilistama,,,,kom,kom,,,
623,kimbutama,keda*,kimbutama,,,,part,part,,,
624,kindlaks tegema,keda/mida,tegema,kindlaks,,,part,part,,,
625,kindlustama,mille peale / mille eest,kindlustama,,,,gen peale,gen,peale,,
626,kindlustama,mille vastu,kindlustama,,,,gen vastu,gen,vastu,,
627,kindlustama,mille peale / mille eest,kindlustama,,,,gen eest,gen,eest,,
628,kinga andma,kellele,andma,kinga,,,all,all,,,
629,kinga saama,kellelt/millelt,saama,kinga,,,abl,abl,,,
630,kingadesse astuma,kelle,astuma,kingadesse,,,gen,gen,,,
631,kinkima,mida,kinkima,,,,part,part,,,
632,kinkima,kellele,kinkima,,,,all,all,,,
633,kinnast heitma,kellele/millele,heitma,kinnast,,,all,all,,,
634,kinnast viskama,kellele/millele,viskama,kinnast,,,all,all,,,
635,kinni haarama,kellest/millest,haarama,kinni,,,el,el,,,
636,kinni hakkama,millest,hakkama,kinni,,,el,el,,,
637,kinni hoidma,millest/kellest,hoidma,kinni,,,el,el,,,
638,kinni hoidma,mida/keda*,hoidma,kinni,,,part,part,,,
639,kinni katma,mida/keda,katma,kinni,,,part,part,,,
640,kinni olema,milles,olema,kinni,,,in,in,,,
641,kinni pidama,millest,pidama,kinni,,,el,el,,,
642,kinni saama,kellest/millest,saama,kinni,,,el,el,,,
643,kinnitama,et,kinnitama,,,,et,,,,et
644,kinnitama,kuhu,kinnitama,,,,all,all,,,
645,kintsu kaapima,kelle,kaapima,kintsu,,,gen,gen,,,
646,kintsu kaapima,kelle ees,kaapima,kintsu,,,gen ees,gen,ees,,
647,kippuma,mida tegema,kippuma,,,,part tegema,part,,tegema,
648,kippuma,kuhu,kippuma,,,,all,all,,,
649,kirja panema,kuhu,panema,kirja,,,all,all,,,
650,kirjas olema,kus,olema,kirjas,,,ad,ad,,,
651,kirjeldama,keda/mida*,kirjeldama,,,,part,part,,,
652,kisklema,mille pärast,kisklema,,,,gen pärast,gen,pärast,,
653,kitli peale andma,kellele,andma,kitli,peale,,all,all,,,
654,kiusama,keda*,kiusama,,,,part,part,,,
655,kivi viskama,kelle pihta,viskama,kivi,,,gen pihta,gen,pihta,,
656,kividega loopima,keda*,loopima,kividega,,,part,part,,,
657,klammerduma,kelle/mille külge,klammerduma,,,,gen külge,gen,külge,,
658,klapitama,millega,klapitama,,,,kom,kom,,,
659,klapitama,mida,klapitama,,,,part,part,,,
660,klappima,millega,klappima,,,,kom,kom,,,
661,klatšima,keda*,klatšima,,,,part,part,,,
662,klobistama,millega,klobistama,,,,kom,kom,,,
663,klobistama,mida*,klobistama,,,,part,part,,,
664,klõbistama,millega,klõbistama,,,,kom,kom,,,
665,klõbistama,mida*,klõbistama,,,,part,part,,,
666,klõpsima,millega,klõpsima,,,,kom,kom,,,
667,klõpsima,mida*,klõpsima,,,,part,part,,,
668,klõpsutama,millega,klõpsutama,,,,kom,kom,,,
669,klõpsutama,mida*,klõpsutama,,,,part,part,,,
670,koaleeruma,kellega,koaleeruma,,,,kom,kom,,,
671,kodus olema,milles,olema,kodus,,,in,in,,,
672,kogema,mida*,kogema,,,,part,part,,,
673,kogema,et,kogema,,,,et,,,,et
674,koguma,mida*,koguma,,,,part,part,,,
675,kogunema,kuhu,kogunema,,,,all,all,,,
676,kohaldama,mida,kohaldama,,,,part,part,,,
677,kohaldama,kelle/mille suhtes,kohaldama,,,,gen suhtes,gen,suhtes,,
678,kohaldama,kellele/millele,kohaldama,,,,all,all,,,
679,kohalduma,millele/kellele,kohalduma,,,,all,all,,,
680,kohandama,millele,kohandama,,,,all,all,,,
681,kohandama,millega,kohandama,,,,kom,kom,,,
682,kohandama,mida,kohandama,,,,part,part,,,
683,kohandama,milleks,kohandama,,,,tr,tr,,,
684,kohanduma,millele,kohanduma,,,,all,all,,,
685,kohanduma,millega,kohanduma,,,,kom,kom,,,
686,kohanduma,kus,kohanduma,,,,ad,ad,,,
687,kohanema,kus,kohanema,,,,ad,ad,,,
688,kohanema,millega,kohanema,,,,kom,kom,,,
689,kohkuma,millest,kohkuma,,,,el,el,,,
690,kohta kätte näitama,kellele,näitama,kohta,kätte,,all,all,,,
691,kohtama,mida*,kohtama,,,,part,part,,,
692,kohtuma,millega,kohtuma,,,,kom,kom,,,
693,kohustama,keda*,kohustama,,,,part,part,,,
694,kohustama,mida tegema,kohustama,,,,part tegema,part,,tegema,
695,kohustuma,mida tegema,kohustuma,,,,part tegema,part,,tegema,
696,kohut käima,kellega,käima,kohut,,,kom,kom,,,
697,kohut mõistma,kelle üle,mõistma,kohut,,,gen üle,gen,üle,,
698,kohutama,keda*,kohutama,,,,part,part,,,
699,koinima,keda*,,koinima,,,part,part,,,
700,koitma,kellele,koitma,,,,all,all,,,
701,kokku ajama,mida,ajama,kokku,,,part,part,,,
702,kokku elama,kellega,elama,kokku,,,kom,kom,,,
703,kokku juhtuma,kellega,juhtuma,kokku,,,kom,kom,,,
704,kokku klappima,millega,klappima,kokku,,,kom,kom,,,
705,kokku kolima,kellega,kolima,kokku,,,kom,kom,,,
706,kokku käima,millega,käima,kokku,,,kom,kom,,,
707,kokku langema,millega,langema,kokku,,,kom,kom,,,
708,kokku leppima,et,leppima,kokku,,,et,,,,et
709,kokku minema,kellega,minema,kokku,,,kom,kom,,,
710,kokku mäkerdama,millega,mäkerdama,kokku,,,kom,kom,,,
711,kokku mängima,kellega,mängima,kokku,,,kom,kom,,,
712,kokku mätsima,millega,mätsima,kokku,,,kom,kom,,,
713,kokku määrima,millega,määrima,kokku,,,kom,kom,,,
714,kokku puutuma,kellega/millega,puutuma,kokku,,,kom,kom,,,
715,kokku põrkama,kellega/millega,põrkama,kokku,,,kom,kom,,,
716,kokku saama,kellega,saama,kokku,,,kom,kom,,,
717,kokku sattuma,kellega,sattuma,kokku,,,kom,kom,,,
718,kokku sobitama,mida,sobitama,kokku,,,part,part,,,
719,kokku sobitama,millega,sobitama,kokku,,,kom,kom,,,
720,kokku trehvama,kellega,trehvama,kokku,,,kom,kom,,,
721,kokku tulema,kuhu,tulema,kokku,,,all,all,,,
722,kokku viima,kellega,viima,kokku,,,kom,kom,,,
723,kokku võtma,keda,võtma,kokku,,,part,part,,,
724,kolima,kuhu,kolima,,,,all,all,,,
725,kolli tegema,kellele,tegema,kolli,,,all,all,,,
726,kombeks olema,kellel/millel,olema,kombeks,,,ad,ad,,,
727,kombeks olema,mida teha,olema,kombeks,,,part teha,part,,teha,
728,komistama,kelle/mille otsa,komistama,,,,gen otsa,gen,otsa,,
729,kommenteerima,mida*,kommenteerima,,,,part,part,,,
730,kommunikeerima,kellega,kommunikeerima,,,,kom,kom,,,
731,kommunikeerima,mida*,kommunikeerima,,,,part,part,,,
732,kommunitseerima,kellega,,kommunitseerima,,,kom,kom,,,
733,kommunitseerima,mida*,,kommunitseerima,,,part,part,,,
734,kompenseerima,mida,kompenseerima,,,,part,part,,,
735,kompenseerima,kellele,kompenseerima,,,,all,all,,,
736,kompenseerima,millega,kompenseerima,,,,kom,kom,,,
737,komplimenteerima,keda*,,komplimenteerima,,,part,part,,,
738,kongrueeruma,millega,kongrueeruma,,,,kom,kom,,,
739,konnasilmale astuma,kelle,astuma,konnasilmale,,,gen,gen,,,
740,konnasilmale astuma,kellele,astuma,konnasilmale,,,all,all,,,
741,konsulteerima,keda*,konsulteerima,,,,part,part,,,
742,konsulteerima,kellega,konsulteerima,,,,kom,kom,,,
743,kontempleerima,mida*,,kontempleerima,,,part,part,,,
744,kontsentreerima,millele,kontsentreerima,,,,all,all,,,
745,kontsentreeruma,kuhu,kontsentreeruma,,,,all,all,,,
746,konverteerima,milleks,konverteerima,,,,tr,tr,,,
747,konverteerima,millesse,konverteerima,,,,ill,ill,,,
748,koonduma,kuhu,koonduma,,,,all,all,,,
749,koonduma,kelle/mille ümber,koonduma,,,,gen ümber,gen,ümber,,
750,koonerdama,millega,koonerdama,,,,kom,kom,,,
751,koordineerima,mida*,koordineerima,,,,part,part,,,
752,koormama,millega,koormama,,,,kom,kom,,,
753,koort riisuma,millelt,riisuma,koort,,,abl,abl,,,
754,koos seisma,millest,seisma,koos,,,el,el,,,
755,kooskõlastama,kellega,kooskõlastama,,,,kom,kom,,,
756,kooskõlastama,mida,kooskõlastama,,,,part,part,,,
757,koosnema,millest/kellest,koosnema,,,,el,el,,,
758,kopsu üle maksa ajama,kellel,ajama,kopsu,üle,maksa,ad,ad,,,
759,koputama,kelle peale,koputama,,,,gen peale,gen,peale,,
760,koputama,millele,koputama,,,,all,all,,,
761,korda minema,kellele,minema,korda,,,all,all,,,
762,korda minema,kellel,minema,korda,,,ad,ad,,,
763,korda minema,mida teha,minema,korda,,,part teha,part,,teha,
764,korda saatma,mida,saatma,korda,,,part,part,,,
765,kordama,et,kordama,,,,et,,,,et
766,korrale kutsuma,keda,kutsuma,korrale,,,part,part,,,
767,korras,mille,,korras,,,gen,gen,,,
768,korras,millises,,korras,,,in,in,,,
769,korrastama,mida,korrastama,,,,part,part,,,
770,korreleeruma,millega,korreleeruma,,,,kom,kom,,,
771,korrutama,millega,korrutama,,,,kom,kom,,,
772,korvi andma,kellele,andma,korvi,,,all,all,,,
773,kostitama,millega,kostitama,,,,kom,kom,,,
774,kotti pähe tõmbama,kellele,tõmbama,kotti,pähe,,all,all,,,
775,kraesse määrima,kellele,määrima,kraesse,,,all,all,,,
776,kriipsu alla tõmbama,millele,tõmbama,kriipsu,alla,,all,all,,,
777,kriipsu peale tõmbama,millele,tõmbama,kriipsu,peale,,all,all,,,
778,kritiseerima,keda/mida*,kritiseerima,,,,part,part,,,
779,krooksutama,keda,krooksutama,,,,part,part,,,
780,krooni panema,millele,panema,krooni,,,all,all,,,
781,krooni pähe panema,millele,panema,krooni,pähe,,all,all,,,
782,krõmpsutama,mida*,krõmpsutama,,,,part,part,,,
783,kubisema,millest,kubisema,,,,el,el,,,
784,kujundama,keda/mida,kujundama,,,,part,part,,,
785,kujunema,milliseks,kujunema,,,,tr,tr,,,
786,kujutama,keda/mida*,kujutama,,,,part,part,,,
787,kukele saatma,keda/mida,saatma,kukele,,,part,part,,,
788,kukkuma,mida tegema,kukkuma,,,,part tegema,part,,tegema,
789,kukkuma,kuhu,kukkuma,,,,all,all,,,
790,kukkuma,kust,kukkuma,,,,abl,abl,,,
791,kulgema,kuidas,kulgema,,,,kuidas,,,,kuidas
792,kulmineerima,millega,kulmineerima,,,,kom,kom,,,
793,kulmineeruma,millega,kulmineeruma,,,,kom,kom,,,
794,kuluma,mille peale,kuluma,,,,gen peale,gen,peale,,
795,kuluma,milleks,kuluma,,,,tr,tr,,,
796,kulutama,millele / mille peale,kulutama,,,,all,all,,,
797,kulutama,millele / mille peale,kulutama,,,,gen peale,gen,peale,,
798,kummardama,keda/mida*,kummardama,,,,part,part,,,
799,kuradile saatma,keda/mida,saatma,kuradile,,,part,part,,,
800,kuritarvitama,keda*,kuritarvitama,,,,part,part,,,
801,kurjustama,mille pärast,kurjustama,,,,gen pärast,gen,pärast,,
802,kurjustama,kellega,kurjustama,,,,kom,kom,,,
803,kursis olema,millega,olema,kursis,,,kom,kom,,,
804,kurssi viima,millega,viima,kurssi,,,kom,kom,,,
805,kurtma,mida*,kurtma,,,,part,part,,,
806,kurtma,et,kurtma,,,,et,,,,et
807,kurtma,mille üle,kurtma,,,,gen üle,gen,üle,,
808,kurvastama,kelle/mille pärast,kurvastama,,,,gen pärast,gen,pärast,,
809,kurvastama,keda*,kurvastama,,,,part,part,,,
810,kusema,mille peale,kusema,,,,gen peale,gen,peale,,
811,kutsuma,mida tegema,kutsuma,,,,part tegema,part,,tegema,
812,kutsuma,mille pärast,kutsuma,,,,gen pärast,gen,pärast,,
813,kutsuma,kuhu,kutsuma,,,,all,all,,,
814,kutsuma,mille tõttu,kutsuma,,,,gen tõttu,gen,tõttu,,
815,kutsuma,kelleks/milleks,kutsuma,,,,tr,tr,,,
816,kuu peale saatma,keda/mida,saatma,kuu,peale,,part,part,,,
817,kuulama,mida*,kuulama,,,,part,part,,,
818,kuuletuma,kellele,kuuletuma,,,,all,all,,,
819,kuulma,mida*,kuulma,,,,part,part,,,
820,kuulma,et,kuulma,,,,et,,,,et
821,kuulma,kellest/millest,kuulma,,,,el,el,,,
822,kuuluma,millesse,kuuluma,,,,ill,ill,,,
823,kuuluma,kuhu,kuuluma,,,,all,all,,,
824,kuuluma,kelle/mille hulka,kuuluma,,,,gen hulka,gen,hulka,,
825,kuulutama,mida*,kuulutama,,,,part,part,,,
826,kuulutama,kellele,kuulutama,,,,all,all,,,
827,kuulutama,milliseks,kuulutama,,,,tr,tr,,,
828,kviteerima,millega,kviteerima,,,,kom,kom,,,
829,kviteerima,mida*,kviteerima,,,,part,part,,,
830,käega lööma,millele,lööma,käega,,,all,all,,,
831,käega viskama,millele,viskama,käega,,,all,all,,,
832,käendama,keda*,käendama,,,,part,part,,,
833,käiama,mida*,käiama,,,,part,part,,,
834,käiku andma,mida,andma,käiku,,,part,part,,,
835,käima,kelle/mille kohta,käima,,,,gen kohta,gen,kohta,,
836,käima,mille juurde,käima,,,,gen juurde,gen,juurde,,
837,käima,kellega,käima,,,,kom,kom,,,
838,käima,kus,käima,,,,ad,ad,,,
839,käima,mida tegemas,käima,,,,part tegemas,part,,tegemas,
840,käima,kelle juures,käima,,,,gen juures,gen,juures,,
841,käitlema,mida,käitlema,,,,part,part,,,
842,käituma,kellega,käituma,,,,kom,kom,,,
843,käituma,kuidas,käituma,,,,kuidas,,,,kuidas
844,käkki keerama,kellele,keerama,käkki,,,all,all,,,
845,käppa peale panema,millele,panema,käppa,peale,,all,all,,,
846,kärbseid pähe ajama,kellele,ajama,kärbseid,pähe,,all,all,,,
847,käru keerama,kellele,keerama,käru,,,all,all,,,
848,käsi väänama,kelle,väänama,käsi,,,gen,gen,,,
849,käsi väänama,kellel,väänama,käsi,,,ad,ad,,,
850,käsile võtma,mida,võtma,käsile,,,part,part,,,
851,käsitama,mida*,käsitama,,,,part,part,,,
852,käsitama,millena/kellena,käsitama,,,,es,es,,,
853,käsitlema,mida*,käsitlema,,,,part,part,,,
854,käsitsema,mida*,käsitsema,,,,part,part,,,
855,käskima,keda*,käskima,,,,part,part,,,
856,käsutama,mida*,käsutama,,,,part,part,,,
857,kätel kandma,keda*,kandma,kätel,,,part,part,,,
858,kätlema,kellega,kätlema,,,,kom,kom,,,
859,kätlema,keda*,kätlema,,,,part,part,,,
860,kätt alla panema,millele,panema,kätt,alla,,all,all,,,
861,kätt andma,kellele,andma,kätt,,,all,all,,,
862,kätt harjutama,millega,harjutama,kätt,,,kom,kom,,,
863,kätt ja südant pakkuma,kellele,pakkuma,kätt,ja,südant,all,all,,,
864,kätt paluma,kelle,paluma,kätt,,,gen,gen,,,
865,kätt peale panema,millele,panema,kätt,peale,,all,all,,,
866,kätt pulsil hoidma,millel,hoidma,kätt,pulsil,,ad,ad,,,
867,kätt sirutama,kellele,sirutama,kätt,,,all,all,,,
868,kätt sirutama,mille järele,sirutama,kätt,,,gen järele,gen,järele,,
869,kätt tõstma,kelle vastu,tõstma,kätt,,,gen vastu,gen,vastu,,
870,kätt ulatama,kellele,ulatama,kätt,,,all,all,,,
871,kätte maksma,mille eest,maksma,kätte,,,gen eest,gen,eest,,
872,kätte maksma,kellele,maksma,kätte,,,all,all,,,
873,kätte mängima,kellele,mängima,kätte,,,all,all,,,
874,kätte tasuma,kellele,tasuma,kätte,,,all,all,,,
875,kõlbama,kelleks/milleks,kõlbama,,,,tr,tr,,,
876,kõlbama,mida teha,kõlbama,,,,part teha,part,,teha,
877,kõlbama,kellele,kõlbama,,,,all,all,,,
878,kõlistama,mida*,kõlistama,,,,part,part,,,
879,kõlistama,millega,kõlistama,,,,kom,kom,,,
880,kõnelema,kus,kõnelema,,,,ad,ad,,,
881,kõnelema,kellest/millest,kõnelema,,,,el,el,,,
882,kõnnitama,keda*,kõnnitama,,,,part,part,,,
883,kõrbema,millega,kõrbema,,,,kom,kom,,,
884,kõrbema,milles,kõrbema,,,,in,in,,,
885,kõrges kaares sülitama,mille peale,sülitama,kõrges,kaares,,gen peale,gen,peale,,
886,kõrges kaares sülitama,millele,sülitama,kõrges,kaares,,all,all,,,
887,kõri kinni pigistama,kellel,pigistama,kõri,kinni,,ad,ad,,,
888,kõri pihku võtma,kellel,võtma,kõri,pihku,,ad,ad,,,
889,kõriauguni olema,millest,olema,kõriauguni,,,el,el,,,
890,kõriauguni olema,kellel,olema,kõriauguni,,,ad,ad,,,
891,kõrini olema,millest,olema,kõrini,,,el,el,,,
892,kõrini olema,kellel,olema,kõrini,,,ad,ad,,,
893,kõrini saama,kellel,saama,kõrini,,,ad,ad,,,
894,kõrini saama,millest,saama,kõrini,,,el,el,,,
895,kõris kinni olema,kellel,olema,kõris,kinni,,ad,ad,,,
896,kõrist alla laskma,mida,laskma,kõrist,alla,,part,part,,,
897,kõristama,millega,kõristama,,,,kom,kom,,,
898,kõristama,mida*,kõristama,,,,part,part,,,
899,kõrva puhuma,kellele,puhuma,kõrva,,,all,all,,,
900,kõrvaldama,kust,kõrvaldama,,,,abl,abl,,,
901,kõrvale hiilima,millest,hiilima,kõrvale,,,el,el,,,
902,kõrvale hoidma,kellest / kelle eest,hoidma,kõrvale,,,gen eest,gen,eest,,
903,kõrvale hoidma,millest,hoidma,kõrvale,,,el,el,,,
904,kõrvale hoiduma,mida tegemast,hoiduma,kõrvale,,,part tegemast,part,,tegemast,
905,kõrvale hoiduma,millest,hoiduma,kõrvale,,,el,el,,,
